player_id,player_name,position,team,season,age_sept1,games,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,ppr_points,scrimmage_yards
00-0033556,T.Cohen,RB,CHI,2019,24.1,16,0,0,0,0,0,64,213,0,104,79,456,3,163.9,669
00-0033556,T.Cohen,RB,CHI,2020,25.1,3,0,0,0,0,0,14,74,0,9,6,41,0,17.5,115
00-0033562,R.Switzer,WR,PIT,2019,24.83,9,0,0,0,0,0,0,0,0,11,8,27,0,10.700000000000001,27
00-0033564,J.Butt,TE,DEN,2020,25.14,4,0,0,0,0,0,0,0,0,4,2,5,0,2.5,5
00-0033567,B.Hill,RB,ATL,2019,23.81,10,0,0,0,0,0,78,323,2,14,10,69,1,67.2,392
00-0033567,B.Hill,RB,ATL,2020,24.81,16,0,0,0,0,0,100,465,1,30,25,199,0,95.4,664
00-0033567,B.Hill,RB,SF,2021,25.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0033572,J.Agnew,WR,DET,2019,24.41,13,0,0,0,0,0,1,9,0,2,1,-2,0,13.700000000000001,7
00-0033572,J.Agnew,WR,DET,2020,25.41,14,0,1,0,0,0,6,33,0,20,13,89,0,31.200000000000003,122
00-0033572,J.Agnew,WR,JAX,2021,26.41,10,0,0,0,0,0,7,111,1,39,24,229,1,82.0,340
00-0033572,J.Agnew,WR,JAX,2022,27.41,15,0,0,0,0,0,12,86,0,30,23,187,3,70.3,273
00-0033572,J.Agnew,WR,JAX,2023,28.41,11,0,0,0,0,0,4,-2,0,21,14,225,1,40.300000000000004,223
00-0033572,J.Agnew,WR,ATL,2025,30.41,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0033576,E.Saubert,TE,CHI,2019,25.31,2,0,0,0,0,0,0,0,0,3,2,21,0,4.1,21
00-0033576,E.Saubert,TE,JAX,2020,26.31,6,0,0,0,0,0,0,0,0,4,3,16,0,4.6,16
00-0033576,E.Saubert,TE,DEN,2021,27.31,10,0,0,0,0,0,0,0,0,12,8,47,1,18.700000000000003,47
00-0033576,E.Saubert,TE,DEN,2022,28.31,14,0,0,0,0,0,0,0,0,24,15,148,1,35.8,148
00-0033576,E.Saubert,TE,HOU,2023,29.31,3,0,0,0,0,0,0,0,0,3,3,12,0,4.2,12
00-0033576,E.Saubert,TE,SF,2024,30.31,12,0,0,0,0,0,0,0,0,14,11,97,1,26.7,97
00-0033576,E.Saubert,TE,SEA,2025,31.31,9,0,0,0,0,0,0,0,0,7,4,31,0,9.1,31
00-0033589,D.Moore,WR,SEA,2019,24.63,14,0,0,0,0,0,3,25,0,34,17,301,2,59.6,326
00-0033589,D.Moore,WR,SEA,2020,25.63,16,0,0,0,0,0,8,61,0,47,35,417,6,118.80000000000001,478
00-0033589,D.Moore,WR,DEN,2021,26.63,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0
00-0033589,D.Moore,WR,TB,2023,28.63,6,0,0,0,0,0,0,0,0,7,5,94,1,20.400000000000002,94
00-0033589,D.Moore,WR,CAR,2024,29.63,15,0,0,0,0,0,1,0,0,57,32,351,3,85.10000000000001,351
00-0033589,D.Moore,WR,CAR,2025,30.63,3,0,0,0,0,0,1,12,0,1,1,5,0,2.7,17
00-0033591,N.Brown,WR,DAL,2020,24.65,10,0,0,0,0,0,1,4,0,24,14,154,0,29.8,158
00-0033591,N.Brown,WR,DAL,2021,25.65,9,0,0,0,0,0,0,0,0,25,16,184,0,34.4,184
00-0033591,N.Brown,WR,DAL,2022,26.65,16,0,0,0,0,0,0,0,0,74,43,555,3,114.5,555
00-0033591,N.Brown,WR,HOU,2023,27.65,10,0,0,0,0,0,1,-1,0,55,33,567,2,101.60000000000001,566
00-0033591,N.Brown,WR,WAS,2024,28.65,11,0,0,0,0,0,0,0,0,56,35,453,1,86.30000000000001,453
00-0033591,N.Brown,WR,WAS,2025,29.65,4,0,0,0,0,0,0,0,0,10,5,83,0,13.3,83
00-0033594,C.Carson,RB,SEA,2019,24.96,15,0,0,0,0,0,278,1230,7,47,37,266,2,232.6,1496
00-0033594,C.Carson,RB,SEA,2020,25.96,12,0,0,0,0,0,141,681,5,46,37,287,4,187.8,968
00-0033594,C.Carson,RB,SEA,2021,26.96,4,0,0,0,0,0,54,232,3,6,6,29,0,48.1,261
00-0033604,K.Hogan,WR,NO,2019,24.3,1,0,0,0,0,0,0,0,0,1,1,4,0,1.4,4
00-0033611,R.Seals-Jones,TE,CLE,2019,24.46,9,0,0,0,0,0,0,0,0,22,14,229,4,58.9,229
00-0033611,R.Seals-Jones,TE,KC,2020,25.46,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
00-0033611,R.Seals-Jones,TE,WAS,2021,26.46,11,0,0,0,0,0,0,0,0,49,30,271,2,69.10000000000001,271
00-0033627,J.Croom,TE,PHI,2020,26.51,1,0,0,0,0,0,0,0,0,1,1,3,1,7.3,3
00-0033633,T.Gentry,WR,BUF,2022,,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
00-0033658,B.Jarwin,TE,DAL,2019,25.13,15,0,0,0,0,0,0,0,0,41,31,365,3,85.5,365
00-0033658,B.Jarwin,TE,DAL,2020,26.13,1,0,0,0,0,0,0,0,0,1,1,12,0,2.2,12
00-0033658,B.Jarwin,TE,DAL,2021,27.13,8,0,0,0,0,0,0,0,0,17,11,96,2,32.6,96
00-0033662,C.Rush,QB,DAL,2021,27.78,4,30,47,422,3,1,9,-8,0,0,0,0,0,24.08,-8
00-0033662,C.Rush,QB,DAL,2022,28.78,8,94,162,1051,5,3,9,6,0,0,0,0,0,56.64,6
00-0033662,C.Rush,QB,DAL,2023,29.78,7,18,24,144,0,1,12,-5,0,0,0,0,0,3.2600000000000002,-5
00-0033662,C.Rush,QB,DAL,2024,30.78,12,187,308,1844,12,5,26,18,0,0,0,0,0,109.56,18
00-0033662,C.Rush,QB,BAL,2025,31.78,4,34,52,303,0,4,4,-4,0,0,0,0,0,1.7200000000000002,-4
00-0033681,K.Cole,WR,JAX,2019,26.37,12,0,0,0,0,0,1,6,0,35,24,361,3,78.7,367
00-0033681,K.Cole,WR,JAX,2020,27.37,16,0,0,0,0,0,0,0,0,18,15,148,2,41.8,148
00-0033681,K.Cole,WR,NYJ,2021,28.37,14,0,1,0,0,0,0,0,0,51,28,449,1,78.9,449
00-0033681,K.Cole,WR,LV,2022,29.37,12,0,0,0,0,0,0,0,0,21,10,141,1,30.1,141
00-0033681,K.Cole Sr.,WR,JAX,2020,27.37,16,0,0,0,0,0,1,2,0,70,40,494,3,113.6,496
00-0033696,S.Culkin,TE,LAC,2019,26.22,3,0,0,0,0,0,0,0,0,2,1,12,0,2.2,12
00-0033699,A.Ekeler,RB,LAC,2019,24.29,16,0,0,0,0,0,132,557,3,108,92,993,8,309.0,1550
00-0033699,A.Ekeler,RB,LAC,2020,25.29,10,0,0,0,0,0,116,530,1,65,54,403,2,165.3,933
00-0033699,A.Ekeler,RB,LAC,2021,26.29,16,0,0,0,0,0,206,911,12,94,70,647,8,343.8,1558
00-0033699,A.Ekeler,RB,LAC,2022,27.29,17,0,0,0,0,0,204,915,13,127,107,722,5,372.7,1637
00-0033699,A.Ekeler,RB,LAC,2023,28.29,14,0,0,0,0,0,179,628,5,74,51,436,1,185.4,1064
00-0033699,A.Ekeler,RB,WAS,2024,29.29,12,0,0,0,0,0,77,367,4,41,35,366,0,132.3,733
00-0033699,A.Ekeler,RB,WAS,2025,30.29,2,0,0,0,0,0,14,43,0,7,5,38,0,13.1,81
00-0033705,A.Patton,WR,LAC,2019,25.26,8,0,0,0,0,0,0,0,0,17,6,56,0,11.6,56
00-0033720,C.Thompson,TE,CAR,2020,26.71,2,0,0,0,0,0,0,0,0,2,1,7,1,7.7,7
00-0033720,C.Thompson,TE,CAR,2021,27.71,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
00-0033725,C.Clement,RB,PHI,2019,24.83,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0033725,C.Clement,RB,PHI,2020,25.83,10,0,0,0,0,0,21,75,1,6,5,25,0,21.0,100
00-0033725,C.Clement,RB,DAL,2021,26.83,11,0,0,0,0,0,33,140,0,7,6,29,1,28.9,169
00-0033725,C.Clement,RB,ARI,2022,27.83,5,0,0,0,0,0,15,55,1,7,5,54,0,21.9,109
00-0033733,G.Ward,WR,PHI,2019,24.14,6,0,0,0,0,0,1,5,0,40,28,254,1,59.900000000000006,259
00-0033733,G.Ward,WR,PHI,2020,25.14,16,1,1,15,0,0,2,-4,0,79,53,419,6,133.1,415
00-0033733,G.Ward,WR,PHI,2021,26.14,10,1,2,2,0,0,0,0,0,11,7,95,3,34.58,95
00-0033742,T.Swoopes,TE,SEA,2019,24.8,1,0,0,0,0,0,0,0,0,1,1,5,0,1.5,5
00-0033757,R.Tonyan,TE,GB,2019,25.34,9,0,0,0,0,0,0,0,0,15,10,100,1,26.0,100
00-0033757,R.Tonyan,TE,GB,2020,26.34,15,0,0,0,0,0,0,0,0,59,52,586,11,176.6,586
00-0033757,R.Tonyan,TE,GB,2021,27.34,8,0,0,0,0,0,0,0,0,29,18,204,2,50.4,204
00-0033757,R.Tonyan,TE,GB,2022,28.34,17,0,0,0,0,0,0,0,0,67,53,470,2,112.0,470
00-0033757,R.Tonyan,TE,CHI,2023,29.34,12,0,0,0,0,0,0,0,0,17,11,112,0,22.2,112
00-0033757,R.Tonyan,TE,KC,2025,31.34,2,0,0,0,0,0,0,0,0,1,1,1,0,1.1,1
00-0033763,E.Baylis,TE,GB,2019,25.79,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0033789,T.Logan,RB,TB,2019,25.0,9,0,0,0,0,0,3,10,0,3,2,13,0,4.3,23
00-0033798,M.Schreck,TE,CIN,2020,26.83,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
00-0033798,M.Schreck,TE,HOU,2022,28.83,2,0,0,0,0,0,0,0,0,2,2,6,0,2.6,6
00-0033838,T.Edmunds,RB,PIT,2019,24.67,7,0,0,0,0,0,20,85,0,6,5,41,0,17.6,126
00-0033838,T.Edmunds,RB,PIT,2020,25.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0033838,Tr.Edmunds,RB,PIT,2019,24.67,7,0,0,0,0,0,2,7,0,1,1,7,0,2.4000000000000004,14
00-0033839,D.Westbrook,WR,JAX,2019,25.78,15,0,0,0,0,0,5,27,0,101,66,660,3,156.7,687
00-0033839,D.Westbrook,WR,JAX,2020,26.78,2,0,0,0,0,0,0,0,0,1,1,4,0,1.4,4
00-0033839,D.Westbrook,WR,MIN,2021,27.78,15,0,0,0,0,0,0,0,0,15,10,68,0,16.8,68
00-0033840,C.Hansen,WR,HOU,2020,25.62,5,0,0,0,0,0,0,0,0,24,17,236,1,46.6,236
00-0033854,D.Ogunbowale,RB,TB,2019,25.33,16,0,0,0,0,0,11,17,2,46,35,286,0,75.3,303
00-0033854,D.Ogunbowale,RB,JAX,2020,26.33,10,0,0,0,0,0,32,145,0,20,10,54,0,29.9,199
00-0033854,D.Ogunbowale,RB,JAX,2021,27.33,13,0,0,0,0,0,43,137,1,21,13,114,1,50.1,251
00-0033854,D.Ogunbowale,RB,HOU,2022,28.33,15,0,0,0,0,0,42,123,1,26,20,104,0,48.7,227
00-0033854,D.Ogunbowale,RB,HOU,2023,29.33,9,0,0,0,0,0,8,35,0,7,2,18,0,7.300000000000001,53
00-0033854,D.Ogunbowale,RB,HOU,2024,30.33,16,0,0,0,0,0,30,112,0,28,19,198,1,56.0,310
00-0033854,D.Ogunbowale,RB,HOU,2025,31.33,14,0,0,0,0,0,11,25,1,13,10,76,0,24.1,101
00-0033856,L.Fournette,RB,JAX,2019,24.62,15,0,0,0,0,0,265,1152,3,100,76,522,0,259.4,1674
00-0033856,L.Fournette,RB,TB,2020,25.62,12,0,0,0,0,0,97,367,6,47,36,233,0,132.0,600
00-0033856,L.Fournette,RB,TB,2021,26.62,14,0,1,0,0,0,180,812,8,84,69,454,2,255.60000000000002,1266
00-0033856,L.Fournette,RB,TB,2022,27.62,16,0,1,0,0,1,189,668,3,83,73,523,3,226.1,1191
00-0033856,L.Fournette,RB,BUF,2023,28.62,2,0,0,0,0,0,12,40,0,0,0,0,0,4.0,40
00-0033857,J.Smith-Schuster,WR,PIT,2019,22.78,12,0,0,0,0,0,0,0,0,70,42,552,3,113.2,552
00-0033857,J.Smith-Schuster,WR,PIT,2020,23.78,16,0,0,0,0,0,0,0,0,128,97,831,9,234.1,831
00-0033857,J.Smith-Schuster,WR,PIT,2021,24.78,5,0,0,0,0,0,3,9,1,28,15,129,0,34.8,138
00-0033857,J.Smith-Schuster,WR,KC,2022,25.78,16,0,0,0,0,0,0,0,0,101,78,933,3,185.3,933
00-0033857,J.Smith-Schuster,WR,NE,2023,26.78,11,0,0,0,0,0,0,0,0,47,29,260,1,61.0,260
00-0033857,J.Smith-Schuster,WR,KC,2024,27.78,11,0,0,0,0,0,0,0,0,26,18,231,2,53.1,231
00-0033857,J.Smith-Schuster,WR,KC,2025,28.78,17,0,0,0,0,0,0,0,0,45,33,345,1,73.5,345
00-0033858,J.Smith,TE,TEN,2019,24.03,15,0,0,0,0,0,4,78,0,44,35,439,3,104.7,517
00-0033858,J.Smith,TE,TEN,2020,25.03,14,0,0,0,0,0,2,4,1,65,41,448,8,140.2,452
00-0033858,J.Smith,TE,NE,2021,26.03,16,0,0,0,0,0,9,40,0,45,28,294,1,67.4,334
00-0033858,J.Smith,TE,NE,2022,27.03,12,0,0,0,0,0,1,5,0,38,27,245,0,52.0,250
00-0033858,J.Smith,TE,ATL,2023,28.03,17,0,1,0,0,0,1,0,0,70,50,582,3,124.2,582
00-0033858,J.Smith,TE,MIA,2024,29.03,17,0,0,0,0,0,2,-1,0,111,88,884,8,222.3,883
00-0033858,J.Smith,TE,PIT,2025,30.03,17,0,0,0,0,0,9,70,1,54,38,222,2,85.2,292
00-0033859,J.Malone,WR,NYJ,2020,24.45,3,0,0,0,0,0,1,12,0,6,4,16,0,6.800000000000001,28
00-0033869,M.Trubisky,QB,CHI,2019,25.03,15,326,516,3138,17,10,48,193,2,0,0,0,0,202.82,193
00-0033869,M.Trubisky,QB,CHI,2020,26.03,10,199,297,2055,16,8,33,195,1,0,0,0,0,153.70000000000002,195
00-0033869,M.Trubisky,QB,BUF,2021,27.03,5,6,8,43,0,1,13,24,1,0,0,0,0,8.120000000000001,24
00-0033869,M.Trubisky,QB,PIT,2022,28.03,7,117,180,1252,4,5,19,38,2,0,0,0,0,73.88,38
00-0033869,M.Trubisky,QB,PIT,2023,29.03,5,67,107,632,4,5,16,54,2,0,0,0,0,48.68,54
00-0033869,M.Trubisky,QB,BUF,2024,30.03,8,19,26,179,2,0,17,1,0,0,0,0,0,15.259999999999998,1
00-0033869,M.Trubisky,QB,BUF,2025,31.03,4,25,35,313,4,0,9,6,0,0,0,0,0,31.119999999999997,6
00-0033871,C.Davis,WR,TEN,2019,24.64,15,0,0,0,0,0,0,0,0,69,43,601,2,115.10000000000001,601
00-0033871,C.Davis,WR,TEN,2020,25.64,14,0,0,0,0,0,0,0,0,92,65,984,5,191.4,984
00-0033871,C.Davis,WR,NYJ,2021,26.64,9,0,0,0,0,0,0,0,0,59,34,492,4,105.2,492
00-0033871,C.Davis,WR,NYJ,2022,27.64,13,0,0,0,0,0,0,0,0,64,32,536,2,97.6,536
00-0033873,P.Mahomes,QB,KC,2019,23.96,14,319,484,4031,26,5,43,218,2,0,0,0,0,287.04,218
00-0033873,P.Mahomes,QB,KC,2020,24.96,15,390,588,4740,38,6,62,308,2,2,0,0,0,374.4,308
00-0033873,P.Mahomes,QB,KC,2021,25.96,17,436,658,4839,37,13,66,381,2,0,0,0,0,361.66,381
00-0033873,P.Mahomes,QB,KC,2022,26.96,17,435,648,5250,41,12,61,358,4,1,1,6,0,417.4,364
00-0033873,P.Mahomes,QB,KC,2023,27.96,16,401,597,4183,27,14,75,389,0,0,0,0,0,280.22,389
00-0033873,P.Mahomes,QB,KC,2024,28.96,16,392,581,3928,26,11,58,307,2,1,1,2,0,283.02,309
00-0033873,P.Mahomes,QB,KC,2025,29.96,14,315,502,3587,22,11,64,422,5,1,1,-10,0,285.68,412
00-0033879,O.Howard,TE,TB,2019,24.79,14,0,0,0,0,0,0,0,0,53,34,459,1,83.9,459
00-0033879,O.Howard,TE,TB,2020,25.79,4,0,0,0,0,0,0,0,0,19,11,146,2,37.6,146
00-0033879,O.Howard,TE,TB,2021,26.79,10,0,0,0,0,0,0,0,0,21,14,135,1,33.5,135
00-0033879,O.Howard,TE,HOU,2022,27.79,11,0,0,0,0,0,0,0,0,23,10,145,2,36.5,145
00-0033881,E.Engram,TE,NYG,2019,25.0,8,0,0,0,0,0,3,7,0,68,44,467,3,109.4,474
00-0033881,E.Engram,TE,NYG,2020,26.0,16,0,0,0,0,0,6,26,1,109,63,654,1,141.0,680
00-0033881,E.Engram,TE,NYG,2021,27.0,15,0,0,0,0,0,1,-3,0,73,46,408,3,102.5,405
00-0033881,E.Engram,TE,JAX,2022,28.0,17,0,0,0,0,0,2,13,0,98,73,766,4,176.9,779
00-0033881,E.Engram,TE,JAX,2023,29.0,17,0,0,0,0,0,0,0,0,143,114,963,4,230.3,963
00-0033881,E.Engram,TE,JAX,2024,30.0,9,0,0,0,0,0,0,0,0,64,47,365,1,89.5,365
00-0033881,E.Engram,TE,DEN,2025,31.0,16,0,0,0,0,0,1,7,0,76,50,461,1,102.8,468
00-0033885,D.Njoku,TE,CLE,2019,23.14,3,0,0,0,0,0,0,0,0,10,5,41,1,15.1,41
00-0033885,D.Njoku,TE,CLE,2020,24.14,11,0,0,0,0,0,0,0,0,29,19,213,2,52.3,213
00-0033885,D.Njoku,TE,CLE,2021,25.14,15,0,0,0,0,0,1,1,0,53,36,475,4,107.60000000000001,476
00-0033885,D.Njoku,TE,CLE,2022,26.14,14,0,0,0,0,0,2,-8,0,80,58,628,4,142.0,620
00-0033885,D.Njoku,TE,CLE,2023,27.14,16,0,0,0,0,0,0,0,0,123,81,882,6,201.2,882
00-0033885,D.Njoku,TE,CLE,2024,28.14,11,0,0,0,0,0,0,0,0,97,64,505,5,148.5,505
00-0033885,D.Njoku,TE,CLE,2025,29.14,11,0,0,0,0,0,0,0,0,48,33,293,4,86.3,293
00-0033891,Z.Jones,WR,LV,2019,24.42,14,0,0,0,0,0,1,3,0,45,27,216,0,48.900000000000006,219
00-0033891,Z.Jones,WR,LV,2020,25.42,11,1,1,29,0,0,0,0,0,20,14,154,1,36.56,154
00-0033891,Z.Jones,WR,LV,2021,26.42,15,0,0,0,0,0,2,3,0,70,47,546,1,105.9,549
00-0033891,Z.Jones,WR,JAX,2022,27.42,16,0,0,0,0,0,4,18,0,121,82,823,5,198.1,841
00-0033891,Z.Jones,WR,JAX,2023,28.42,9,0,0,0,0,0,0,0,0,64,34,321,2,78.1,321
00-0033891,Z.Jones,WR,ARI,2024,29.42,6,0,0,0,0,0,0,0,0,11,8,84,0,16.400000000000002,84
00-0033891,Z.Jones,WR,ARI,2025,30.42,6,0,0,0,0,0,0,0,0,18,12,183,0,30.3,183
00-0033893,D.Cook,RB,MIN,2019,24.06,14,0,0,0,0,0,250,1135,13,63,53,519,0,292.4,1654
00-0033893,D.Cook,RB,MIN,2020,25.06,14,0,0,0,0,0,312,1557,16,54,44,361,1,337.8,1918
00-0033893,D.Cook,RB,MIN,2021,26.06,13,0,0,0,0,0,249,1159,6,49,34,224,0,206.3,1383
00-0033893,D.Cook,RB,MIN,2022,27.06,17,0,0,0,0,0,264,1173,8,56,39,295,2,237.8,1468
00-0033893,D.Cook,RB,NYJ,2023,28.06,14,0,0,0,0,0,67,214,0,20,15,78,0,40.2,292
00-0033893,D.Cook,RB,DAL,2024,29.06,2,0,0,0,0,0,8,20,0,1,1,10,0,4.0,30
00-0033895,G.Everett,TE,LA,2019,25.19,12,0,0,0,0,0,1,0,0,60,37,408,2,89.8,408
00-0033895,G.Everett,TE,LA,2020,26.19,15,0,0,0,0,0,1,2,1,62,41,417,1,92.9,419
00-0033895,G.Everett,TE,SEA,2021,27.19,15,0,0,0,0,0,3,20,0,63,48,478,4,117.8,498
00-0033895,G.Everett,TE,LAC,2022,28.19,15,0,0,0,0,0,1,0,0,87,58,555,4,139.5,555
00-0033895,G.Everett,TE,LAC,2023,29.19,15,0,0,0,0,0,3,10,0,70,51,411,3,111.10000000000001,421
00-0033895,G.Everett,TE,CHI,2024,30.19,10,0,0,0,0,0,0,0,0,13,8,36,0,11.6,36
00-0033896,A.Shaheen,TE,CHI,2019,24.86,7,0,0,0,0,0,0,0,0,13,9,74,0,18.4,74
00-0033896,A.Shaheen,TE,MIA,2020,25.86,13,0,0,0,0,0,0,0,0,22,12,150,3,45.0,150
00-0033896,A.Shaheen,TE,MIA,2021,26.86,7,0,0,0,0,0,0,0,0,16,12,110,0,23.0,110
00-0033897,J.Mixon,RB,CIN,2019,23.11,16,0,0,0,0,0,278,1137,5,45,35,287,3,225.4,1424
00-0033897,J.Mixon,RB,CIN,2020,24.11,6,0,0,0,0,0,119,428,3,26,21,138,1,99.60000000000001,566
00-0033897,J.Mixon,RB,CIN,2021,25.11,16,0,0,0,0,0,292,1205,13,48,42,314,3,287.9,1519
00-0033897,J.Mixon,RB,CIN,2022,26.11,14,0,0,0,0,0,210,814,7,75,60,441,2,239.5,1255
00-0033897,J.Mixon,RB,CIN,2023,27.11,17,0,0,0,0,0,257,1034,9,64,52,376,3,267.0,1410
00-0033897,J.Mixon,RB,HOU,2024,28.11,14,0,1,0,0,0,245,1016,11,52,36,309,1,240.5,1325
00-0033906,A.Kamara,RB,NO,2019,24.1,14,1,1,13,0,0,171,797,5,97,81,533,1,248.52,1330
00-0033906,A.Kamara,RB,NO,2020,25.1,15,0,0,0,0,0,187,932,16,107,83,756,5,377.8,1688
00-0033906,A.Kamara,RB,NO,2021,26.1,13,0,0,0,0,0,240,898,4,67,47,439,5,234.70000000000002,1337
00-0033906,A.Kamara,RB,NO,2022,27.1,15,0,0,0,0,0,223,897,2,77,57,490,2,211.7,1387
00-0033906,A.Kamara,RB,NO,2023,28.1,13,0,0,0,0,0,180,694,5,86,75,466,1,233.0,1160
00-0033906,A.Kamara,RB,NO,2024,29.1,14,0,0,0,0,0,228,950,6,89,68,543,2,265.3,1493
00-0033906,A.Kamara,RB,NO,2025,30.1,11,0,0,0,0,0,131,471,1,39,33,186,0,100.7,657
00-0033908,C.Kupp,WR,LA,2019,26.21,16,0,1,0,0,0,2,4,0,134,94,1161,10,270.5,1165
00-0033908,C.Kupp,WR,LA,2020,27.21,15,0,0,0,0,0,4,33,0,124,92,974,3,210.70000000000002,1007
00-0033908,C.Kupp,WR,LA,2021,28.21,17,0,1,0,0,0,4,18,0,191,145,1947,16,439.5,1965
00-0033908,C.Kupp,WR,LA,2022,29.21,9,0,1,0,0,0,9,52,1,98,75,812,6,201.4,864
00-0033908,C.Kupp,WR,LA,2023,30.21,12,0,0,0,0,0,1,-3,0,95,59,737,5,164.4,734
00-0033908,C.Kupp,WR,LA,2024,31.21,12,0,0,0,0,0,2,10,0,100,67,710,6,175.0,720
00-0033908,C.Kupp,WR,SEA,2025,32.21,16,0,1,0,0,1,0,0,0,70,47,593,2,116.3,593
00-0033911,T.Taylor,WR,CLE,2019,24.5,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
00-0033911,T.Taylor,WR,CLE,2020,25.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
00-0033921,C.Godwin,WR,TB,2019,23.51,14,0,0,0,0,0,1,8,0,121,86,1333,9,276.1,1341
00-0033921,C.Godwin,WR,TB,2020,24.51,12,0,0,0,0,0,0,0,0,84,65,840,7,191.0,840
00-0033921,C.Godwin,WR,TB,2021,25.51,14,0,0,0,0,0,4,21,1,127,98,1103,5,242.4,1124
00-0033921,C.Godwin,WR,TB,2022,26.51,15,0,0,0,0,0,3,5,0,142,104,1023,3,222.8,1028
00-0033921,C.Godwin,WR,TB,2023,27.51,17,0,1,0,0,0,4,38,1,130,83,1024,2,209.2,1062
00-0033921,C.Godwin,WR,TB,2024,28.51,7,0,0,0,0,0,1,2,0,62,50,576,5,137.8,578
00-0033921,C.Godwin,WR,TB,2025,29.51,9,0,0,0,0,0,0,0,0,51,33,360,2,83.0,360
00-0033923,K.Hunt,RB,CLE,2019,24.07,8,0,0,0,0,0,43,179,2,44,37,285,1,101.4,464
00-0033923,K.Hunt,RB,CLE,2020,25.07,16,0,0,0,0,0,198,841,6,51,38,304,5,218.5,1145
00-0033923,K.Hunt,RB,CLE,2021,26.07,8,0,0,0,0,0,78,386,5,27,22,174,0,110.0,560
00-0033923,K.Hunt,RB,CLE,2022,27.07,17,0,0,0,0,0,123,468,3,44,35,210,1,126.8,678
00-0033923,K.Hunt,RB,CLE,2023,28.07,15,0,0,0,0,0,135,411,9,21,15,84,0,118.5,495
00-0033923,K.Hunt,RB,KC,2024,29.07,13,0,0,0,0,0,200,728,7,32,23,176,0,155.4,904
00-0033923,K.Hunt,RB,KC,2025,30.07,17,0,0,0,0,0,163,611,8,25,18,143,1,145.4,754
00-0033925,D.Foreman,RB,TEN,2020,24.36,5,0,0,0,0,0,22,95,0,1,1,5,1,17.0,100
00-0033925,D.Foreman,RB,TEN,2021,25.36,9,0,0,0,0,0,133,566,3,11,9,123,0,93.9,689
00-0033925,D.Foreman,RB,CAR,2022,26.36,16,0,0,0,0,0,203,914,5,9,5,26,0,131.0,940
00-0033925,D.Foreman,RB,CHI,2023,27.36,9,0,0,0,0,0,109,425,4,16,11,77,1,91.2,502
00-0033925,D.Foreman,RB,CLE,2024,28.36,10,0,0,0,0,0,71,232,0,8,6,54,0,32.6,286
00-0033932,K.Golladay,WR,DET,2019,25.83,16,0,0,0,0,0,0,0,0,116,65,1190,11,248.0,1190
00-0033932,K.Golladay,WR,DET,2020,26.83,5,0,0,0,0,0,0,0,0,32,20,338,2,65.8,338
00-0033932,K.Golladay,WR,NYG,2021,27.83,14,0,0,0,0,0,0,0,0,76,37,521,0,89.10000000000001,521
00-0033932,K.Golladay,WR,NYG,2022,28.83,6,0,0,0,0,0,0,0,0,17,6,81,1,20.1,81
00-0033933,C.Williams,WR,IND,2019,24.87,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
00-0033936,C.Beathard,QB,SF,2020,26.79,6,66,104,787,6,0,6,28,0,0,0,0,0,52.28,28
00-0033936,C.Beathard,QB,JAX,2021,27.79,2,2,2,33,0,0,1,2,0,0,0,0,0,1.52,2
00-0033936,C.Beathard,QB,JAX,2022,28.79,4,7,11,35,0,1,4,-4,0,0,0,0,0,-1.0000000000000002,-4
00-0033936,C.Beathard,QB,JAX,2023,29.79,6,40,53,349,1,0,8,35,0,0,0,0,0,21.46,35
00-0033943,J.Reynolds,WR,LA,2019,24.54,16,0,0,0,0,0,5,23,0,43,21,326,1,61.9,349
00-0033943,J.Reynolds,WR,LA,2020,25.54,16,0,0,0,0,0,1,5,0,81,52,618,2,126.3,623
00-0033943,J.Reynolds,WR,DET,2021,26.54,11,0,0,0,0,0,0,0,0,49,29,396,2,80.6,396
00-0033943,J.Reynolds,WR,DET,2022,27.54,12,0,0,0,0,0,0,0,0,59,38,479,3,103.9,479
00-0033943,J.Reynolds,WR,DET,2023,28.54,16,0,0,0,0,0,0,0,0,64,40,608,5,128.8,608
00-0033943,J.Reynolds,WR,DEN,2024,29.54,8,0,0,0,0,0,0,0,0,24,13,194,1,38.4,194
00-0033943,J.Reynolds,WR,NYJ,2025,30.54,5,0,0,0,0,0,0,0,0,21,11,101,0,23.1,101
