player_id,player_name,position,team,season,age_sept1,games,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,ppr_points,scrimmage_yards
00-0019596,T.Brady,QB,NE,2019,42.08,16,373,613,4057,24,8,26,34,3,0,0,0,0,263.68,34
00-0019596,T.Brady,QB,TB,2020,43.08,16,401,610,4633,40,12,30,6,3,0,0,0,0,337.92,6
00-0019596,T.Brady,QB,TB,2021,44.08,17,485,719,5316,43,12,28,81,2,0,0,0,0,374.74,81
00-0019596,T.Brady,QB,TB,2022,45.08,17,490,733,4694,25,9,29,-1,1,1,0,0,0,271.65999999999997,-1
00-0020531,D.Brees,QB,NO,2019,40.63,11,281,378,2979,27,4,9,-4,1,0,0,0,0,224.76,-4
00-0020531,D.Brees,QB,NO,2020,41.63,12,275,390,2942,24,6,18,-2,2,0,0,0,0,209.48000000000002,-2
00-0021206,J.McCown,QB,PHI,2019,40.16,2,3,5,24,0,0,2,-2,0,0,0,0,0,0.76,-2
00-0022127,J.Witten,TE,DAL,2019,37.32,16,0,0,0,0,0,0,0,0,83,63,529,4,139.9,529
00-0022127,J.Witten,TE,LV,2020,38.32,10,0,0,0,0,0,0,0,0,17,13,69,2,31.9,69
00-0022787,M.Schaub,QB,ATL,2019,38.19,5,50,67,580,3,1,3,-3,0,0,0,0,0,32.900000000000006,-3
00-0022787,M.Schaub,QB,ATL,2020,39.19,1,0,0,0,0,0,3,-4,0,0,0,0,0,-0.4,-4
00-0022803,E.Manning,QB,NYG,2019,38.66,4,91,147,1042,6,5,4,7,0,0,0,0,0,54.38,7
00-0022921,L.Fitzgerald,WR,ARI,2019,36.0,16,0,0,0,0,0,0,0,0,109,75,804,4,177.4,804
00-0022921,L.Fitzgerald,WR,ARI,2020,37.0,13,0,0,0,0,0,0,0,0,72,54,409,1,100.9,409
00-0022924,B.Roethlisberger,QB,PIT,2019,37.5,2,35,62,351,0,1,1,7,0,0,0,0,0,12.74,7
00-0022924,B.Roethlisberger,QB,PIT,2020,38.5,15,399,608,3803,33,10,25,11,0,0,0,0,0,267.22,11
00-0022924,B.Roethlisberger,QB,PIT,2021,39.5,16,390,605,3740,22,10,20,5,1,0,0,0,0,218.1,5
00-0022942,P.Rivers,QB,LAC,2019,37.73,16,390,591,4615,23,20,12,29,0,0,0,0,0,235.5,29
00-0022942,P.Rivers,QB,IND,2020,38.73,16,369,543,4169,24,11,18,-8,0,0,0,0,0,239.96,-8
00-0022942,P.Rivers,QB,IND,2025,43.73,3,58,92,544,4,3,2,-1,0,0,0,0,0,31.659999999999997,-1
00-0022943,B.Watson,TE,NE,2019,38.7,9,0,0,0,0,0,0,0,0,24,17,173,0,34.3,173
00-0023436,A.Smith,QB,WAS,2020,36.32,8,168,252,1582,6,8,10,3,0,0,0,0,0,71.58,3
00-0023459,A.Rodgers,QB,GB,2019,35.75,16,353,569,4002,26,4,46,183,1,0,0,0,0,278.38,183
00-0023459,A.Rodgers,QB,GB,2020,36.75,16,372,526,4299,48,5,38,149,3,1,1,-6,0,383.26,143
00-0023459,A.Rodgers,QB,GB,2021,37.75,16,193,273,2221,20,1,15,54,1,0,0,0,0,178.24,54
00-0023459,A.Rodgers,QB,GB,2022,38.75,17,350,542,3695,26,12,34,94,1,0,0,0,0,239.2,94
00-0023459,A.Rodgers,QB,NYJ,2023,39.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0023459,A.Rodgers,QB,NYJ,2024,40.75,17,368,584,3897,28,11,22,107,0,0,0,0,0,256.58,107
00-0023459,A.Rodgers,QB,PIT,2025,41.75,16,327,498,3322,24,7,21,61,1,1,1,-9,0,227.08,52
00-0023459,Aa.Rodgers,QB,GB,2021,37.75,16,173,258,1894,17,3,18,47,2,1,1,-4,0,155.06,43
00-0023500,F.Gore,RB,BUF,2019,36.3,15,0,0,0,0,0,166,599,2,16,13,100,0,94.9,699
00-0023500,F.Gore,RB,NYJ,2020,37.3,15,0,0,0,0,0,187,653,2,19,16,89,0,100.2,742
00-0023564,D.Sproles,RB,PHI,2019,36.2,6,0,0,0,0,0,17,66,0,10,6,24,0,17.0,90
00-0023682,R.Fitzpatrick,QB,MIA,2019,36.77,15,311,502,3529,20,13,54,243,4,0,0,0,0,241.46,243
00-0023682,R.Fitzpatrick,QB,MIA,2020,37.77,9,183,267,2091,13,8,30,151,2,1,1,0,0,153.74,151
00-0023682,R.Fitzpatrick,QB,WAS,2021,38.77,1,3,6,13,0,0,1,2,0,0,0,0,0,0.72,2
00-0024221,V.Davis,TE,WAS,2019,35.59,4,0,0,0,0,0,0,0,0,19,10,123,1,28.3,123
00-0024243,M.Lewis,TE,GB,2019,35.29,12,0,0,0,0,0,0,0,0,19,15,156,1,36.6,156
00-0024243,M.Lewis,TE,GB,2020,36.29,11,0,0,0,0,0,0,0,0,17,10,107,3,38.7,107
00-0024243,M.Lewis,TE,GB,2021,37.29,13,0,0,0,0,0,0,0,0,28,23,214,0,44.400000000000006,214
00-0024243,M.Lewis,TE,GB,2022,38.29,6,0,0,0,0,0,0,0,0,7,6,66,2,26.6,66
00-0024243,M.Lewis,TE,CHI,2023,39.29,6,0,0,0,0,0,0,0,0,5,4,29,1,12.899999999999999,29
00-0024243,M.Lewis,TE,CHI,2024,40.29,5,0,0,0,0,0,0,0,0,1,1,2,0,1.2,2
00-0024243,M.Lewis,TE,DEN,2025,41.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0024389,De.Walker,TE,TEN,2019,35.05,6,0,0,0,0,0,0,0,0,31,21,215,2,54.5,215
00-0025394,A.Peterson,RB,WAS,2019,34.45,15,0,0,0,0,0,211,898,5,23,17,142,0,147.0,1040
00-0025394,A.Peterson,RB,DET,2020,35.45,16,0,0,0,0,0,156,604,7,18,12,101,0,124.5,705
00-0025394,A.Peterson,RB,TEN,2021,36.45,4,0,0,0,0,0,38,98,2,4,4,8,0,26.6,106
00-0025396,T.Ginn,WR,NO,2019,34.39,15,0,0,0,0,0,3,18,0,56,30,421,2,85.9,439
00-0025396,T.Ginn,WR,CHI,2020,35.39,5,0,0,0,0,0,0,0,0,6,3,40,0,7.0,40
00-0025399,M.Lynch,RB,SEA,2019,33.36,1,0,0,0,0,0,12,34,1,0,0,0,0,9.4,34
00-0025418,G.Olsen,TE,CAR,2019,34.47,14,0,0,0,0,0,0,0,0,82,52,597,2,123.7,597
00-0025418,G.Olsen,TE,SEA,2020,35.47,11,0,0,0,0,0,0,0,0,37,24,239,1,53.900000000000006,239
00-0025708,M.Moore,QB,KC,2019,35.06,6,59,91,659,4,0,5,-1,0,0,0,0,0,42.26,-1
00-0026035,D.Amendola,WR,DET,2019,33.83,15,1,1,19,1,0,0,0,0,97,62,678,1,140.56,678
00-0026035,D.Amendola,WR,DET,2020,34.83,14,0,0,0,0,0,1,2,0,69,46,602,0,106.4,604
00-0026035,D.Amendola,WR,HOU,2021,35.83,8,0,1,0,0,0,0,0,0,38,24,248,3,68.8,248
00-0026143,M.Ryan,QB,ATL,2019,34.29,15,408,616,4466,26,14,34,147,1,0,0,0,0,267.34000000000003,147
00-0026143,M.Ryan,QB,ATL,2020,35.29,16,407,626,4581,26,11,29,92,2,0,0,0,0,282.44,92
00-0026143,M.Ryan,QB,ATL,2021,36.29,17,375,560,3968,20,12,40,82,1,0,0,0,0,222.92,82
00-0026143,M.Ryan,QB,IND,2022,37.29,12,309,461,3057,14,13,27,70,1,0,0,0,0,155.28,70
00-0026158,J.Flacco,QB,DEN,2019,34.63,8,171,262,1822,6,5,12,20,0,0,0,0,0,84.88,20
00-0026158,J.Flacco,QB,NYJ,2020,35.63,5,74,134,864,6,3,6,22,0,0,0,0,0,54.760000000000005,22
00-0026158,J.Flacco,QB,NYJ,2021,36.63,2,27,42,338,3,0,2,3,0,0,0,0,0,23.82,3
00-0026158,J.Flacco,QB,NYJ,2022,37.63,5,110,191,1051,5,3,3,6,0,0,0,-3,0,48.34,3
00-0026158,J.Flacco,QB,CLE,2023,38.63,5,123,204,1616,13,8,9,2,0,0,0,0,0,100.84,2
00-0026158,J.Flacco,QB,IND,2024,39.63,7,162,248,1761,12,7,9,26,0,0,0,0,0,99.04,26
00-0026158,J.Flacco,QB,CIN,2025,40.63,13,251,416,2479,15,10,21,35,1,0,0,0,0,146.66,35
00-0026189,D.Jackson,WR,PHI,2019,32.75,2,0,0,0,0,0,0,0,0,10,9,159,2,36.9,159
00-0026189,D.Jackson,WR,PHI,2020,33.75,5,0,0,0,0,0,1,12,0,26,14,236,1,44.800000000000004,248
00-0026189,D.Jackson,WR,LV,2021,34.75,14,0,0,0,0,0,1,4,0,34,20,454,2,75.80000000000001,458
00-0026189,D.Jackson,WR,BAL,2022,35.75,7,0,0,0,0,0,0,0,0,17,9,153,0,24.3,153
00-0026197,C.Henne,QB,KC,2020,35.17,3,28,38,248,2,0,7,-2,1,0,0,0,0,23.72,-2
00-0026197,C.Henne,QB,KC,2021,36.17,4,11,16,82,0,0,8,0,0,0,0,0,0,3.2800000000000002,0
00-0026197,C.Henne,QB,KC,2022,37.17,3,0,2,0,0,0,5,-5,0,0,0,0,0,-0.5,-5
00-0026293,M.Slater,WR,NE,2019,33.98,7,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0
00-0026293,M.Slater,WR,NE,2020,34.98,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0026293,M.Slater,WR,NE,2021,35.98,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0026293,M.Slater,WR,NE,2022,36.98,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0026293,M.Slater,WR,NE,2023,37.98,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0026300,J.Johnson,QB,NYJ,2021,35.3,4,57,85,638,5,2,9,28,0,0,0,0,0,46.32,28
00-0026300,J.Johnson,QB,SF,2022,36.3,1,1,2,10,0,0,2,3,0,0,0,0,0,0.7000000000000001,3
00-0026300,J.Johnson,QB,BAL,2024,38.3,4,2,3,17,0,0,4,1,0,0,0,0,0,0.78,1
00-0026300,J.Johnson,QB,WAS,2025,39.3,3,34,54,372,1,2,12,55,1,0,0,0,0,24.380000000000003,55
00-0026498,M.Stafford,QB,DET,2019,31.57,8,187,291,2499,19,5,20,66,0,0,0,0,0,166.56,66
00-0026498,M.Stafford,QB,DET,2020,32.57,16,339,528,4084,26,10,29,112,0,1,0,0,0,260.56,112
00-0026498,M.Stafford,QB,LA,2021,33.57,17,404,601,4886,41,17,32,43,0,0,0,0,0,329.74,43
00-0026498,M.Stafford,QB,LA,2022,34.57,9,206,303,2087,10,8,13,9,1,0,0,0,0,108.38000000000001,9
00-0026498,M.Stafford,QB,LA,2023,35.57,15,326,521,3965,24,11,21,65,0,0,0,0,0,243.1,65
00-0026498,M.Stafford,QB,LA,2024,36.57,16,340,517,3762,20,8,30,41,0,0,0,0,0,214.58,41
00-0026498,M.Stafford,QB,LA,2025,37.57,17,388,597,4707,46,8,29,1,0,0,0,0,0,350.38,1
00-0026544,C.Daniel,QB,CHI,2019,32.9,3,45,64,435,3,2,6,6,0,0,0,0,0,26.000000000000004,6
00-0026544,C.Daniel,QB,DET,2020,33.9,4,29,43,264,1,2,2,16,0,0,0,0,0,12.16,16
00-0026544,C.Daniel,QB,LAC,2021,34.9,1,0,0,0,0,0,2,-2,0,0,0,0,0,-0.2,-2
00-0026544,C.Daniel,QB,LAC,2022,35.9,3,8,12,52,1,0,1,4,0,0,0,0,0,8.48,4
00-0026625,B.Hoyer,QB,IND,2019,33.89,4,35,65,372,4,4,8,2,0,0,0,0,0,21.080000000000002,2
00-0026625,B.Hoyer,QB,NE,2020,34.89,1,15,24,130,0,1,1,8,0,0,0,0,0,2.0,8
00-0026625,B.Hoyer,QB,NE,2021,35.89,5,9,11,227,1,0,11,-8,0,0,0,0,0,12.280000000000001,-8
00-0026625,B.Hoyer,QB,NE,2022,36.89,1,5,6,37,0,0,0,0,0,0,0,0,0,1.48,0
00-0026625,B.Hoyer,QB,LV,2023,37.89,2,23,42,231,0,2,3,-3,0,0,0,0,0,4.94,-3
00-0026986,M.Crabtree,WR,ARI,2019,31.97,2,0,0,0,0,0,0,0,0,5,4,22,0,6.199999999999999,22
00-0027029,L.McCoy,RB,KC,2019,31.14,13,0,0,0,0,0,101,465,4,34,28,181,1,118.60000000000001,646
00-0027029,L.McCoy,RB,TB,2020,32.14,8,0,0,0,0,0,10,31,0,19,15,101,0,28.2,132
00-0027061,J.Cook,TE,NO,2019,32.4,14,0,0,0,0,0,0,0,0,65,43,705,9,167.5,705
00-0027061,J.Cook,TE,NO,2020,33.4,15,0,0,0,0,0,0,0,0,60,37,504,7,127.4,504
00-0027061,J.Cook,TE,LAC,2021,34.4,16,0,0,0,0,0,0,0,0,83,48,564,4,132.4,564
00-0027150,J.Edelman,WR,NE,2019,33.28,16,2,2,47,1,0,8,27,0,153,100,1117,6,256.28,1144
00-0027150,J.Edelman,WR,NE,2020,34.28,6,2,2,38,0,0,2,22,0,39,21,315,0,56.22,337
00-0027656,R.Gronkowski,TE,TB,2020,31.3,16,0,0,0,0,0,0,0,0,77,45,623,7,149.3,623
00-0027656,R.Gronkowski,TE,TB,2021,32.3,12,0,0,0,0,0,0,0,0,89,55,802,6,171.2,802
00-0027685,E.Sanders,WR,SF,2019,32.46,17,1,1,35,1,0,0,0,0,97,66,869,5,190.3,869
00-0027685,E.Sanders,WR,NO,2020,33.46,14,0,0,0,0,0,1,12,0,82,61,726,5,164.8,738
00-0027685,E.Sanders,WR,BUF,2021,34.46,14,0,0,0,0,0,2,31,0,72,42,626,4,131.7,657
00-0027688,C.McCoy,QB,WAS,2019,32.99,1,18,27,122,0,1,2,14,0,0,0,0,0,4.28,14
00-0027688,C.McCoy,QB,NYG,2020,33.99,4,40,66,375,1,1,9,12,0,0,0,0,0,18.2,12
00-0027688,C.McCoy,QB,ARI,2021,34.99,7,74,99,740,3,1,22,37,0,0,0,0,0,41.300000000000004,37
00-0027688,C.McCoy,QB,ARI,2022,35.99,4,90,132,780,1,3,14,36,0,0,0,0,0,32.8,36
00-0027691,A.Roberts,WR,BUF,2019,31.65,13,0,0,0,0,0,1,7,0,7,3,20,0,5.700000000000001,27
00-0027691,A.Roberts,WR,BUF,2020,32.65,15,0,0,0,0,0,1,-3,0,5,4,34,0,7.1,31
00-0027691,A.Roberts,WR,LAC,2021,33.65,16,0,0,0,0,0,3,19,0,2,1,35,0,12.4,54
00-0027691,A.Roberts,WR,CAR,2022,34.65,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0027696,J.Graham,TE,GB,2019,32.77,16,0,0,0,0,0,0,0,0,60,38,447,3,100.7,447
00-0027696,J.Graham,TE,CHI,2020,33.77,16,0,0,0,0,0,0,0,0,76,50,456,8,143.6,456
00-0027696,J.Graham,TE,CHI,2021,34.77,11,0,0,0,0,0,0,0,0,23,14,167,3,50.7,167
00-0027696,J.Graham,TE,NO,2023,36.77,6,0,0,0,0,0,0,0,0,7,6,39,4,33.9,39
00-0027793,A.Brown,WR,NE,2019,31.14,1,0,0,0,0,0,1,5,0,8,4,56,1,16.1,61
00-0027793,A.Brown,WR,TB,2020,32.14,8,0,0,0,0,0,2,-2,0,62,45,483,4,117.1,481
00-0027793,A.Brown,WR,TB,2021,33.14,7,0,0,0,0,0,1,6,0,62,42,545,4,121.10000000000001,551
00-0027796,J.Webb,QB,NYG,2020,33.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0027874,D.Thomas,WR,NYJ,2019,31.69,11,0,0,0,0,0,0,0,0,58,36,433,1,85.30000000000001,433
00-0027891,G.Tate,WR,NYG,2019,31.08,11,0,0,0,0,0,1,16,0,85,49,676,6,154.20000000000002,692
00-0027891,G.Tate,WR,NYG,2020,32.08,12,1,1,18,0,0,0,0,0,34,24,270,2,63.72,270
00-0027891,G.Tate III,WR,NYG,2020,32.08,12,0,1,0,0,0,0,0,0,18,11,118,0,22.8,118
00-0027902,D.Bryant,WR,BAL,2020,31.83,4,0,0,0,0,0,0,0,0,11,6,47,2,22.7,47
00-0027939,C.Newton,QB,CAR,2019,30.31,2,50,89,572,0,1,5,-2,0,0,0,0,0,16.68,-2
00-0027939,C.Newton,QB,NE,2020,31.31,15,242,368,2657,8,10,137,592,12,2,2,35,1,260.98,627
00-0027939,C.Newton,QB,CAR,2021,32.31,7,69,126,684,4,5,47,230,5,0,0,0,0,86.36,230
00-0027942,A.Green,WR,CIN,2020,32.09,16,0,0,0,0,0,0,0,0,104,47,523,2,111.30000000000001,523
00-0027942,A.Green,WR,ARI,2021,33.09,16,0,0,0,0,0,0,0,0,92,54,848,3,156.8,848
00-0027942,A.Green,WR,ARI,2022,34.09,13,0,0,0,0,0,0,0,0,47,24,236,2,61.6,236
00-0027944,J.Jones,WR,ATL,2019,30.57,15,0,0,0,0,0,2,-3,0,157,99,1394,6,274.1,1391
00-0027944,J.Jones,WR,ATL,2020,31.57,9,0,0,0,0,0,0,0,0,68,51,771,3,146.10000000000002,771
00-0027944,J.Jones,WR,TEN,2021,32.57,10,0,0,0,0,0,0,0,0,48,31,434,1,80.4,434
00-0027944,J.Jones,WR,TB,2022,33.57,10,0,0,0,0,0,5,45,0,43,24,299,2,70.4,344
00-0027944,J.Jones,WR,PHI,2023,34.57,8,0,0,0,0,0,0,0,0,19,11,74,3,36.4,74
00-0027948,B.Gabbert,QB,TB,2020,30.88,4,9,16,143,2,0,9,16,0,0,0,0,0,15.319999999999999,16
00-0027948,B.Gabbert,QB,TB,2021,31.88,6,7,11,67,0,0,9,-7,0,0,0,0,0,1.98,-7
00-0027948,B.Gabbert,QB,TB,2022,32.88,1,6,8,29,1,0,0,0,0,0,0,0,0,5.16,0
00-0027948,B.Gabbert,QB,KC,2023,33.88,2,18,35,185,0,3,7,45,0,0,0,0,0,5.900000000000002,45
00-0027966,M.Ingram,RB,BAL,2019,29.7,15,0,0,0,0,0,114,585,7,15,14,125,0,125.00000000000001,710
00-0027966,M.Ingram,RB,BAL,2020,30.7,10,0,0,0,0,0,72,299,2,8,6,50,0,52.9,349
00-0027966,M.Ingram,RB,HOU,2021,31.7,14,0,0,0,0,0,160,554,2,35,27,162,0,108.60000000000001,716
00-0027966,M.Ingram,RB,NO,2022,32.7,10,0,0,0,0,0,62,233,1,18,16,68,0,50.1,301
00-0027966,M.Ingram II,RB,BAL,2019,29.7,15,0,0,0,0,0,88,433,3,14,12,122,5,117.5,555
00-0027973,A.Dalton,QB,CIN,2019,31.84,13,314,528,3494,16,14,32,73,4,1,1,-4,0,203.66000000000003,69
00-0027973,A.Dalton,QB,DAL,2020,32.84,11,216,333,2170,14,8,28,114,0,1,1,-3,0,136.9,111
00-0027973,A.Dalton,QB,CHI,2021,33.84,8,149,236,1515,8,9,16,76,0,0,0,0,0,84.2,76
00-0027973,A.Dalton,QB,NO,2022,34.84,14,252,378,2871,18,9,30,54,0,0,0,0,0,174.24,54
00-0027973,A.Dalton,QB,CAR,2023,35.84,2,34,58,361,2,0,3,12,0,0,0,0,0,23.64,12
00-0027973,A.Dalton,QB,CAR,2024,36.84,6,106,160,989,7,6,11,34,0,0,0,0,0,58.96,34
00-0027973,A.Dalton,QB,CAR,2025,37.84,4,25,37,293,1,1,5,-2,0,0,0,0,0,9.52,-2
00-0027981,K.Rudolph,TE,MIN,2019,29.81,15,0,0,0,0,0,0,0,0,48,39,367,6,113.7,367
00-0027981,K.Rudolph,TE,MIN,2020,30.81,12,0,0,0,0,0,0,0,0,37,28,334,1,65.4,334
00-0027981,K.Rudolph,TE,NYG,2021,31.81,15,0,0,0,0,0,0,0,0,39,26,257,1,59.7,257
00-0027981,K.Rudolph,TE,TB,2022,32.81,5,0,0,0,0,0,0,0,0,5,3,28,1,11.8,28
00-0027985,L.Kendricks,TE,LAC,2019,31.59,4,0,0,0,0,0,0,0,0,7,3,50,0,8.0,50
00-0028002,R.Cobb,WR,DAL,2019,29.03,15,0,1,0,0,0,3,11,0,83,55,828,3,154.9,839
00-0028002,R.Cobb,WR,HOU,2020,30.03,10,0,1,0,0,0,0,0,0,48,38,441,3,100.1,441
00-0028002,R.Cobb,WR,GB,2021,31.03,11,0,0,0,0,0,1,1,0,39,28,375,5,95.6,376
00-0028002,R.Cobb,WR,GB,2022,32.03,13,0,0,0,0,0,0,0,0,50,34,417,1,81.7,417
00-0028002,R.Cobb,WR,NYJ,2023,33.03,9,0,0,0,0,0,0,0,0,17,5,39,1,16.9,39
00-0028042,L.Stocker,TE,ATL,2019,31.12,12,0,0,0,0,0,0,0,0,14,8,53,0,13.3,53
00-0028042,L.Stocker,TE,ATL,2020,32.12,11,0,0,0,0,0,0,0,0,11,7,63,0,13.299999999999999,63
00-0028042,L.Stocker,TE,MIN,2021,33.12,6,0,0,0,0,0,0,0,0,2,2,12,0,3.2,12
00-0028063,T.Jones,RB,HOU,2019,31.1,8,0,0,0,0,0,9,40,0,1,1,9,0,5.9,49
00-0028063,T.Jones,RB,BUF,2020,32.1,8,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0
00-0028063,T.Jones,RB,BUF,2021,33.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0028063,T.Jones,RB,BUF,2022,34.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0028064,B.Powell,RB,NYJ,2019,30.85,12,0,1,0,0,0,59,229,0,12,7,33,0,33.2,262
00-0028087,D.Lewis,RB,TEN,2019,28.93,15,0,0,0,0,0,54,209,0,32,25,164,1,66.3,373
00-0028087,D.Lewis,RB,NYG,2020,29.93,16,0,0,0,0,0,29,115,2,30,19,127,1,59.2,242
00-0028097,L.Smith,TE,BUF,2019,31.78,8,0,0,0,0,0,0,0,0,5,4,31,1,13.1,31
00-0028097,L.Smith,TE,BUF,2020,32.78,5,0,0,0,0,0,0,0,0,6,4,35,2,19.5,35
00-0028097,L.Smith,TE,ATL,2021,33.78,10,0,0,0,0,0,0,0,0,11,9,65,1,21.5,65
00-0028112,C.Clay,TE,ARI,2019,30.55,15,0,0,0,0,0,0,0,0,24,18,237,1,47.7,237
00-0028114,D.Harris,WR,LV,2019,31.96,3,0,0,0,0,0,0,0,0,1,1,7,0,1.7000000000000002,7
00-0028114,Dw.Harris,WR,CHI,2020,32.96,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0028118,T.Taylor,QB,LAC,2019,30.08,4,4,6,33,1,0,10,7,0,1,0,0,0,6.02,7
00-0028118,T.Taylor,QB,LAC,2020,31.08,2,16,30,208,0,0,6,7,0,0,0,0,0,9.02,7
00-0028118,T.Taylor,QB,HOU,2021,32.08,6,60,106,550,2,5,14,96,2,0,0,0,0,41.599999999999994,96
00-0028118,T.Taylor,QB,NYG,2022,33.08,2,6,8,58,1,1,5,70,0,0,0,0,0,11.319999999999999,70
00-0028118,T.Taylor,QB,NYG,2023,34.08,10,116,180,1341,5,3,38,197,0,0,0,0,0,87.34,197
00-0028118,T.Taylor,QB,NYJ,2024,35.08,2,17,22,119,3,0,3,13,0,0,0,0,0,20.06,13
00-0028118,T.Taylor,QB,NYJ,2025,36.08,6,80,134,779,5,5,27,143,1,0,0,0,0,59.46,143
00-0028118,Ty.Taylor,QB,HOU,2021,32.08,6,31,44,416,3,0,5,55,1,0,0,0,0,40.14,55
00-0028142,V.Green,TE,LAC,2019,31.08,12,0,0,0,0,0,0,0,0,13,9,78,1,22.8,78
00-0028142,V.Green,TE,LAC,2020,32.08,5,0,0,0,0,0,0,0,0,6,3,50,1,14.0,50
00-0028237,C.Hogan,WR,CAR,2019,31.86,7,0,0,0,0,0,0,0,0,15,8,67,0,14.700000000000001,67
00-0028237,C.Hogan,WR,NYJ,2020,32.86,5,0,0,0,0,0,0,0,0,26,14,118,0,25.8,118
00-0028237,C.Hogan,WR,NO,2021,33.86,5,0,0,0,0,0,0,0,0,8,4,41,1,14.1,41
00-0028411,D.Inman,WR,LAC,2019,30.59,7,0,0,0,0,0,0,0,0,21,12,181,0,30.1,181
00-0028411,D.Inman,WR,WAS,2020,31.59,7,0,0,0,0,0,0,0,0,28,18,163,2,46.300000000000004,163
00-0028581,P.DiMarco,RB,BUF,2019,30.34,7,0,0,0,0,0,3,7,0,7,5,41,0,9.799999999999999,48
00-0028903,G.Celek,TE,SF,2019,31.26,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
00-0028986,C.Keenum,QB,WAS,2019,31.54,10,160,247,1707,11,5,9,12,1,0,0,0,0,103.48,12
00-0028986,C.Keenum,QB,CLE,2020,32.54,1,5,10,46,0,0,0,0,0,0,0,0,0,1.84,0
00-0028986,C.Keenum,QB,CLE,2021,33.54,5,47,72,462,3,1,12,22,0,0,0,0,0,28.68,22
00-0028986,C.Keenum,QB,BUF,2022,34.54,2,2,7,8,0,0,5,0,0,0,0,0,0,0.32,0
00-0028986,C.Keenum,QB,HOU,2023,35.54,2,34,53,291,1,3,2,1,0,0,0,0,0,9.74,1
00-0029000,C.Beasley,WR,BUF,2019,30.35,15,0,0,0,0,0,0,0,0,106,67,778,6,184.8,778
00-0029000,C.Beasley,WR,BUF,2020,31.35,15,1,1,20,1,0,0,0,0,107,82,967,4,207.5,967
00-0029000,C.Beasley,WR,BUF,2021,32.35,16,0,1,0,0,0,0,0,0,112,82,693,1,159.3,693
00-0029000,C.Beasley,WR,BUF,2022,33.35,4,0,0,0,0,0,0,0,0,7,6,35,0,9.5,35
00-0029119,D.Carrier,TE,LV,2019,29.1,11,0,0,0,0,0,1,27,0,19,13,108,1,32.5,135
00-0029119,D.Carrier,TE,LV,2020,30.1,6,0,0,0,0,0,0,0,0,1,1,14,0,2.4000000000000004,14
00-0029119,D.Carrier,TE,LV,2021,31.1,2,0,0,0,0,0,0,0,0,2,2,13,0,3.3,13
00-0029137,A.Jeffery,WR,PHI,2019,29.55,9,0,0,0,0,0,1,2,1,73,43,490,4,122.2,492
00-0029137,A.Jeffery,WR,PHI,2020,30.55,7,0,0,0,0,0,0,0,0,13,6,115,1,23.5,115
00-0029141,A.Morris,RB,ARI,2019,30.72,1,0,0,0,0,0,1,4,0,0,0,0,0,0.4,4
00-0029141,A.Morris,RB,NYG,2020,31.72,9,0,0,0,0,0,55,238,1,4,3,19,1,40.7,257
00-0029239,B.Bolden,RB,NE,2019,29.6,15,0,0,0,0,0,15,68,3,11,9,111,1,50.9,179
00-0029239,B.Bolden,RB,NE,2021,31.6,16,0,0,0,0,0,44,226,1,49,41,405,2,124.1,631
00-0029239,B.Bolden,RB,LV,2022,32.6,13,0,0,0,0,0,17,66,0,9,9,57,1,27.3,123
00-0029239,B.Bolden,RB,LV,2023,33.6,5,0,0,0,0,0,4,31,1,0,0,0,0,11.1,31
00-0029263,R.Wilson,QB,SEA,2019,30.76,16,341,516,4110,31,5,75,342,3,0,0,0,0,328.6,342
00-0029263,R.Wilson,QB,SEA,2020,31.76,16,384,558,4212,40,13,83,513,2,0,0,0,0,359.78000000000003,513
00-0029263,R.Wilson,QB,SEA,2021,32.76,14,259,400,3113,25,6,43,183,2,0,0,0,0,242.82,183
00-0029263,R.Wilson,QB,DEN,2022,33.76,15,292,483,3524,16,11,55,277,3,1,1,1,0,225.76000000000002,278
00-0029263,R.Wilson,QB,DEN,2023,34.76,15,297,447,3070,26,8,80,341,3,0,0,0,0,256.90000000000003,341
00-0029263,R.Wilson,QB,PIT,2024,35.76,11,214,336,2482,16,5,43,155,2,0,0,0,0,172.78,155
00-0029263,R.Wilson,QB,NYG,2025,36.76,6,69,119,831,3,3,18,106,0,0,0,0,0,49.84,106
00-0029269,T.Benjamin,WR,LAC,2019,29.67,5,0,0,0,0,0,0,0,0,16,6,30,0,9.0,30
