player_id,player_name,position,team,season,age_sept1,games,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,ppr_points,scrimmage_yards,birth_date
00-0038129,C.Otton,TE,TB,2024,25.38,15,0,0,0.0,0,0.0,1,-4.0,0,89,61,632.0,4,145.8,628.0,1999-04-15
00-0036244,C.Parkinson,TE,SEA,2020,21.65,1,0,0,0.0,0,0.0,0,0.0,0,2,2,16.0,0,3.6,16.0,1999-01-07
00-0036244,C.Parkinson,TE,SEA,2021,22.65,5,0,0,0.0,0,0.0,0,0.0,0,8,5,33.0,0,8.3,33.0,1999-01-07
00-0036244,C.Parkinson,TE,SEA,2022,23.65,15,0,0,0.0,0,0.0,0,0.0,0,40,28,336.0,2,73.6,336.0,1999-01-07
00-0036244,C.Parkinson,TE,SEA,2023,24.65,14,0,0,0.0,0,0.0,0,0.0,0,34,25,247.0,2,61.7,247.0,1999-01-07
00-0036244,C.Parkinson,TE,LA,2024,25.65,17,0,0,0.0,0,0.0,0,0.0,0,53,34,316.0,2,77.6,316.0,1999-01-07
00-0039359,C.Stover,TE,HOU,2024,24.22,14,0,0,0.0,0,0.0,0,0.0,0,26,19,161.0,1,41.1,161.0,2000-06-12
00-0033720,C.Thompson,TE,CAR,2020,26.71,2,0,0,0.0,0,0.0,0,0.0,0,2,1,7.0,1,7.7,7.0,1993-12-15
00-0033720,C.Thompson,TE,CAR,2021,27.71,1,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,0.0,1993-12-15
00-0037078,C.Turner,TE,WAS,2022,22.46,5,0,0,0.0,0,0.0,0,0.0,0,9,2,23.0,0,4.3,23.0,2000-03-16
00-0037078,C.Turner,TE,WAS,2023,23.46,7,0,0,0.0,0,0.0,0,0.0,0,15,11,120.0,0,23.0,120.0,2000-03-16
00-0032134,C.Uzomah,TE,CIN,2019,26.63,13,0,0,0.0,0,0.0,0,0.0,0,40,27,242.0,2,63.2,242.0,1993-01-14
00-0032134,C.Uzomah,TE,CIN,2020,27.63,2,0,0,0.0,0,0.0,0,0.0,0,11,8,87.0,1,22.7,87.0,1993-01-14
00-0032134,C.Uzomah,TE,CIN,2021,28.63,20,0,0,0.0,0,0.0,0,0.0,0,81,64,639.0,6,163.9,639.0,1993-01-14
00-0032134,C.Uzomah,TE,NYJ,2022,29.63,12,0,0,0.0,0,0.0,0,0.0,0,27,21,232.0,2,56.2,232.0,1993-01-14
00-0032134,C.Uzomah,TE,NYJ,2023,30.63,7,0,0,0.0,0,0.0,0,0.0,0,12,8,58.0,1,19.8,58.0,1993-01-14
00-0032256,C.Walford,TE,MIA,2019,27.92,4,0,0,0.0,0,0.0,0,0.0,0,8,4,57.0,0,9.700001,57.0,1991-10-01
00-0036429,C.Woerner,TE,SF,2020,22.88,3,0,0,0.0,0,0.0,0,0.0,0,4,3,36.0,0,6.6000004,36.0,1997-10-16
00-0036429,C.Woerner,TE,SF,2021,23.88,5,0,0,0.0,0,0.0,0,0.0,0,7,5,52.0,0,10.2,52.0,1997-10-16
00-0036429,C.Woerner,TE,SF,2022,24.88,2,0,0,0.0,0,0.0,0,0.0,0,2,0,0.0,0,0.0,0.0,1997-10-16
00-0036429,C.Woerner,TE,SF,2023,25.88,3,0,0,0.0,0,0.0,0,0.0,0,3,3,32.0,0,6.2,32.0,1997-10-16
00-0036429,C.Woerner,TE,ATL,2024,26.88,8,0,0,0.0,0,0.0,0,0.0,0,12,7,46.0,0,11.6,46.0,1997-10-16
00-0039074,D.Allen,TE,LA,2023,22.58,5,0,0,0.0,0,0.0,0,0.0,0,13,12,123.0,1,30.300001,123.0,2001-02-03
00-0039074,D.Allen,TE,LA,2024,23.58,7,0,0,0.0,0,0.0,0,0.0,0,15,7,52.0,1,18.2,52.0,2001-02-03
00-0034011,D.Arnold,TE,ARI,2019,24.46,5,0,0,0.0,0,0.0,0,0.0,0,14,8,127.0,2,32.7,127.0,1995-03-15
00-0034011,D.Arnold,TE,ARI,2020,25.46,14,0,0,0.0,0,0.0,0,0.0,0,45,31,438.0,4,96.8,438.0,1995-03-15
00-0034011,D.Arnold,TE,JAX,2021,26.46,10,0,0,0.0,0,0.0,0,0.0,0,52,35,408.0,0,75.8,408.0,1995-03-15
00-0034011,D.Arnold,TE,JAX,2022,27.46,10,0,0,0.0,0,0.0,0,0.0,0,13,9,135.0,0,22.5,135.0,1995-03-15
00-0036194,D.Asiasi,TE,NE,2020,23.05,4,0,0,0.0,0,0.0,0,0.0,0,7,2,39.0,1,11.9,39.0,1997-08-14
00-0036194,D.Asiasi,TE,CIN,2022,25.05,3,0,0,0.0,0,0.0,0,0.0,0,4,2,5.0,0,2.5,5.0,1997-08-14
00-0038115,D.Bellinger,TE,NYG,2022,21.94,13,0,0,0.0,0,0.0,1,2.0,1,40,33,289.0,3,86.1,291.0,2000-09-22
00-0038115,D.Bellinger,TE,NYG,2023,22.94,13,0,0,0.0,0,0.0,0,0.0,0,28,25,255.0,0,50.5,255.0,2000-09-22
00-0038115,D.Bellinger,TE,NYG,2024,23.94,7,0,0,0.0,0,0.0,0,0.0,0,17,14,125.0,0,26.5,125.0,2000-09-22
00-0032098,D.Brown,TE,NYJ,2019,27.27,6,0,0,0.0,0,0.0,0,0.0,0,11,7,72.0,1,20.2,72.0,1992-05-26
00-0032098,D.Brown,TE,NYJ,2020,28.27,2,0,0,0.0,0,0.0,0,0.0,0,2,2,31.0,0,5.1,31.0,1992-05-26
00-0032098,D.Brown,TE,NYJ,2021,29.27,1,0,0,0.0,0,0.0,0,0.0,0,2,2,29.0,0,4.9,29.0,1992-05-26
00-0029119,D.Carrier,TE,LV,2019,29.1,9,0,0,0.0,0,0.0,1,27.0,0,19,13,108.0,1,32.5,135.0,1990-07-25
00-0029119,D.Carrier,TE,LV,2020,30.1,1,0,0,0.0,0,0.0,0,0.0,0,1,1,14.0,0,2.4,14.0,1990-07-25
00-0029119,D.Carrier,TE,LV,2021,31.1,1,0,0,0.0,0,0.0,0,0.0,0,2,2,13.0,0,3.3,13.0,1990-07-25
00-0039754,D.Culp,TE,TB,2024,24.58,2,0,0,0.0,0,0.0,0,0.0,0,6,5,88.0,0,13.799999,88.0,2000-02-02
00-0036456,D.Dafney,TE,GB,2020,23.25,2,0,0,0.0,0,0.0,0,0.0,0,2,2,26.0,1,10.6,26.0,1997-06-03
00-0036456,D.Dafney,TE,GB,2021,24.25,5,0,0,0.0,0,0.0,0,0.0,0,6,2,34.0,0,5.3999996,34.0,1997-06-03
00-0033258,D.Daniels,TE,ARI,2019,24.78,3,0,0,0.0,0,0.0,0,0.0,0,3,1,4.0,0,1.4,4.0,1994-11-22
00-0033258,D.Daniels,TE,ARI,2020,25.78,8,0,0,0.0,0,0.0,0,0.0,0,11,8,92.0,1,23.2,92.0,1994-11-22
00-0033258,D.Daniels,TE,ARI,2021,26.78,4,0,0,0.0,0,0.0,0,0.0,0,7,3,2.0,0,3.2,2.0,1994-11-22
00-0029738,D.Fells,TE,HOU,2019,33.36,17,0,0,0.0,0,0.0,0,0.0,0,60,41,400.0,8,129.0,400.0,1986-04-22
00-0029738,D.Fells,TE,HOU,2020,34.36,12,0,0,0.0,0,0.0,0,0.0,0,28,21,312.0,4,76.2,312.0,1986-04-22
00-0029738,D.Fells,TE,DET,2021,35.36,3,0,0,0.0,0,0.0,0,0.0,0,5,4,43.0,0,8.3,43.0,1986-04-22
00-0032055,D.Funchess,TE,IND,2019,25.28,1,0,0,0.0,0,0.0,0,0.0,0,5,3,32.0,0,6.2,32.0,1994-05-21
00-0034351,D.Goedert,TE,PHI,2019,24.66,16,0,0,0.0,0,0.0,0,0.0,0,95,65,680.0,5,159.0,680.0,1995-01-03
00-0034351,D.Goedert,TE,PHI,2020,25.66,11,0,0,0.0,0,0.0,0,0.0,0,65,46,524.0,3,116.4,524.0,1995-01-03
00-0034351,D.Goedert,TE,PHI,2021,26.66,16,0,0,0.0,0,0.0,0,0.0,0,88,62,922.0,4,180.2,922.0,1995-01-03
00-0034351,D.Goedert,TE,PHI,2022,27.66,15,0,0,0.0,0,0.0,0,0.0,0,87,71,843.0,4,177.3,843.0,1995-01-03
00-0034351,D.Goedert,TE,PHI,2023,28.66,15,0,0,0.0,0,0.0,1,1.0,0,89,63,613.0,4,148.40001,614.0,1995-01-03
00-0034351,D.Goedert,TE,PHI,2024,29.66,14,0,0,0.0,0,0.0,2,13.0,0,72,59,711.0,3,149.4,724.0,1995-01-03
00-0030155,D.Harris,TE,CLE,2019,28.09,13,0,0,0.0,0,0.0,0,0.0,0,27,15,149.0,3,49.9,149.0,1991-07-29
00-0030155,D.Harris,TE,CHI,2020,29.09,7,0,0,0.0,0,0.0,0,0.0,0,14,7,45.0,0,11.5,45.0,1991-07-29
00-0030155,D.Harris,TE,ARI,2021,30.09,3,0,0,0.0,0,0.0,0,0.0,0,6,3,10.0,0,4.0,10.0,1991-07-29
00-0035428,D.Helm,TE,LV,2021,26.37,2,0,0,0.0,0,0.0,0,0.0,0,2,1,-1.0,0,0.9,-1.0,1995-04-20
00-0039613,D.Holker,TE,NO,2024,24.4,2,0,0,0.0,0,0.0,0,0.0,0,4,3,21.0,0,5.1,21.0,2000-04-07
00-0036225,D.Keene,TE,NE,2020,21.38,3,0,0,0.0,0,0.0,0,0.0,0,5,3,16.0,0,4.6,16.0,1999-04-14
00-0038933,D.Kincaid,TE,BUF,2023,23.87,18,0,0,0.0,0,0.0,0,0.0,0,102,81,777.0,3,174.7,777.0,1999-10-18
00-0038933,D.Kincaid,TE,BUF,2024,24.87,16,0,0,0.0,0,0.0,0,0.0,0,84,50,519.0,2,113.9,519.0,1999-10-18
00-0035689,D.Knox,TE,BUF,2019,22.8,16,0,0,0.0,0,0.0,1,9.0,0,52,29,402.0,2,82.1,411.0,1996-11-14
00-0035689,D.Knox,TE,BUF,2020,23.8,14,0,0,0.0,0,0.0,0,0.0,0,57,34,353.0,5,95.3,353.0,1996-11-14
00-0035689,D.Knox,TE,BUF,2021,24.8,17,0,0,0.0,0,0.0,0,0.0,0,80,56,685.0,11,192.5,685.0,1996-11-14
00-0035689,D.Knox,TE,BUF,2022,25.8,17,0,0,0.0,0,0.0,0,0.0,0,77,56,602.0,7,158.2,602.0,1996-11-14
00-0035689,D.Knox,TE,BUF,2023,26.8,12,0,0,0.0,0,0.0,0,0.0,0,39,24,199.0,3,63.899998,199.0,1996-11-14
00-0035689,D.Knox,TE,BUF,2024,27.8,17,0,0,0.0,0,0.0,0,0.0,0,39,26,356.0,1,67.6,356.0,1996-11-14
00-0039648,D.Martin-Robinson,TE,TEN,2024,24.68,2,0,0,0.0,0,0.0,0,0.0,0,2,1,6.0,0,1.6,6.0,1999-12-26
00-0033885,D.Njoku,TE,CLE,2019,23.14,3,0,0,0.0,0,0.0,0,0.0,0,10,5,41.0,1,15.099999,41.0,1996-07-10
00-0033885,D.Njoku,TE,CLE,2020,24.14,13,0,0,0.0,0,0.0,0,0.0,0,35,24,279.0,2,63.9,279.0,1996-07-10
00-0033885,D.Njoku,TE,CLE,2021,25.14,15,0,0,0.0,0,0.0,1,1.0,0,53,36,475.0,4,107.6,476.0,1996-07-10
00-0033885,D.Njoku,TE,CLE,2022,26.14,14,0,0,0.0,0,0.0,2,-8.0,0,80,58,628.0,4,142.0,620.0,1996-07-10
00-0033885,D.Njoku,TE,CLE,2023,27.14,17,0,0,0.0,0,0.0,0,0.0,0,134,88,975.0,6,217.5,975.0,1996-07-10
00-0033885,D.Njoku,TE,CLE,2024,28.14,11,0,0,0.0,0,0.0,0,0.0,0,97,64,505.0,5,148.5,505.0,1996-07-10
00-0035329,D.Parham,TE,LAC,2020,23.04,10,0,0,0.0,0,0.0,0,0.0,0,20,10,159.0,3,43.899998,159.0,1997-08-16
00-0035329,D.Parham,TE,LAC,2021,24.04,12,0,0,0.0,0,0.0,0,0.0,0,27,20,190.0,3,59.0,190.0,1997-08-16
00-0035329,D.Parham,TE,LAC,2022,25.04,7,0,0,0.0,0,0.0,0,0.0,0,17,14,153.0,1,35.3,153.0,1997-08-16
00-0035329,D.Parham,TE,LAC,2023,26.04,13,0,0,0.0,0,0.0,0,0.0,0,41,27,285.0,4,79.5,285.0,1997-08-16
00-0035631,D.Sample,TE,CIN,2019,23.38,4,0,0,0.0,0,0.0,0,0.0,0,6,5,30.0,0,8.0,30.0,1996-04-16
00-0035631,D.Sample,TE,CIN,2020,24.38,16,0,0,0.0,0,0.0,0,0.0,0,53,40,349.0,1,78.9,349.0,1996-04-16
00-0035631,D.Sample,TE,CIN,2021,25.38,9,0,0,0.0,0,0.0,0,0.0,0,17,12,85.0,0,20.5,85.0,1996-04-16
00-0035631,D.Sample,TE,CIN,2022,26.38,2,0,0,0.0,0,0.0,0,0.0,0,2,2,-2.0,0,1.8000001,-2.0,1996-04-16
00-0035631,D.Sample,TE,CIN,2023,27.38,14,0,0,0.0,0,0.0,0,0.0,0,27,22,163.0,2,50.3,163.0,1996-04-16
00-0035631,D.Sample,TE,CIN,2024,28.38,11,0,0,0.0,0,0.0,1,-4.0,0,22,20,109.0,1,36.5,105.0,1996-04-16
00-0034383,D.Schultz,TE,DAL,2019,23.14,2,0,0,0.0,0,0.0,0,0.0,0,2,1,6.0,0,1.6,6.0,1996-07-11
00-0034383,D.Schultz,TE,DAL,2020,24.14,16,0,0,0.0,0,0.0,0,0.0,0,89,63,615.0,4,146.5,615.0,1996-07-11
00-0034383,D.Schultz,TE,DAL,2021,25.14,18,0,0,0.0,0,0.0,0,0.0,0,112,85,897.0,8,224.7,897.0,1996-07-11
00-0034383,D.Schultz,TE,DAL,2022,26.14,17,0,0,0.0,0,0.0,0,0.0,0,107,69,699.0,8,184.9,699.0,1996-07-11
00-0034383,D.Schultz,TE,HOU,2023,27.14,17,0,0,0.0,0,0.0,0,0.0,0,97,65,715.0,6,170.5,715.0,1996-07-11
00-0034383,D.Schultz,TE,HOU,2024,28.14,19,0,0,0.0,0,0.0,0,0.0,0,93,59,618.0,2,132.8,618.0,1996-07-11
00-0034798,D.Smythe,TE,MIA,2019,24.06,8,0,0,0.0,0,0.0,0,0.0,0,14,7,65.0,0,13.5,65.0,1995-08-09
00-0034798,D.Smythe,TE,MIA,2020,25.06,13,0,0,0.0,0,0.0,0,0.0,0,29,26,208.0,2,58.8,208.0,1995-08-09
00-0034798,D.Smythe,TE,MIA,2021,26.06,15,0,0,0.0,0,0.0,2,3.0,0,41,34,357.0,0,70.0,360.0,1995-08-09
00-0034798,D.Smythe,TE,MIA,2022,27.06,13,0,0,0.0,0,0.0,2,1.0,1,21,16,149.0,1,43.0,150.0,1995-08-09
00-0034798,D.Smythe,TE,MIA,2023,28.06,14,0,0,0.0,0,0.0,0,0.0,0,47,38,378.0,0,75.8,378.0,1995-08-09
00-0034798,D.Smythe,TE,MIA,2024,29.06,13,0,0,0.0,0,0.0,0,0.0,0,17,9,53.0,0,14.299999,53.0,1995-08-09
00-0031610,D.Waller,TE,LV,2019,26.97,16,0,0,0.0,0,0.0,2,5.0,0,117,90,1145.0,3,221.0,1150.0,1992-09-13
00-0031610,D.Waller,TE,LV,2020,27.97,16,0,0,0.0,0,0.0,0,0.0,0,145,107,1196.0,9,278.6,1196.0,1992-09-13
00-0031610,D.Waller,TE,LV,2021,28.97,12,0,0,0.0,0,0.0,0,0.0,0,105,62,741.0,2,148.1,741.0,1992-09-13
00-0031610,D.Waller,TE,LV,2022,29.97,8,0,0,0.0,0,0.0,0,0.0,0,43,28,388.0,3,84.8,388.0,1992-09-13
00-0031610,D.Waller,TE,NYG,2023,30.97,12,0,0,0.0,0,0.0,0,0.0,0,74,52,552.0,1,113.2,552.0,1992-09-13
00-0038558,D.Washington,TE,PIT,2023,22.04,9,0,0,0.0,0,0.0,0,0.0,0,11,7,61.0,0,13.1,61.0,2001-08-17
00-0038558,D.Washington,TE,PIT,2024,23.04,14,0,0,0.0,0,0.0,0,0.0,0,28,20,209.0,1,46.9,209.0,2001-08-17
00-0034575,D.Wells,TE,TB,2023,28.33,1,0,0,0.0,0,0.0,0,0.0,0,2,2,-10.0,0,1.0,-10.0,1995-05-02
00-0034319,D.Yelder,TE,KC,2019,24.49,4,0,0,0.0,0,0.0,0,0.0,0,5,4,61.0,0,10.1,61.0,1995-03-06
00-0034319,D.Yelder,TE,KC,2020,25.49,6,0,0,0.0,0,0.0,0,0.0,0,11,7,36.0,0,10.6,36.0,1995-03-06
00-0034319,D.Yelder,TE,TB,2021,26.49,1,0,0,0.0,0,0.0,0,0.0,0,1,1,0.0,0,1.0,0.0,1995-03-06
00-0024389,De.Walker,TE,TEN,2019,35.05,6,0,0,0.0,0,0.0,0,0.0,0,31,21,215.0,2,54.5,215.0,1984-08-12
00-0039814,E.All,TE,CIN,2024,23.97,8,0,0,0.0,0,0.0,0,0.0,0,22,20,158.0,0,35.8,158.0,2000-09-13
00-0031387,E.Ebron,TE,IND,2019,26.39,11,0,0,0.0,0,0.0,0,0.0,0,52,31,375.0,3,86.5,375.0,1993-04-10
00-0031387,E.Ebron,TE,PIT,2020,27.39,16,0,0,0.0,0,0.0,0,0.0,0,102,63,620.0,6,161.0,620.0,1993-04-10
00-0031387,E.Ebron,TE,PIT,2021,28.39,8,0,0,0.0,0,0.0,1,1.0,1,18,12,84.0,1,32.5,85.0,1993-04-10
00-0033881,E.Engram,TE,NYG,2019,25.0,8,0,0,0.0,0,0.0,3,7.0,0,68,44,467.0,3,109.4,474.0,1994-09-02
00-0033881,E.Engram,TE,NYG,2020,26.0,16,0,0,0.0,0,0.0,6,26.0,1,109,63,654.0,1,141.0,680.0,1994-09-02
00-0033881,E.Engram,TE,NYG,2021,27.0,15,0,0,0.0,0,0.0,1,-3.0,0,73,46,408.0,3,102.5,405.0,1994-09-02
00-0033881,E.Engram,TE,JAX,2022,28.0,19,0,0,0.0,0,0.0,2,13.0,0,115,85,890.0,5,207.3,903.0,1994-09-02
00-0033881,E.Engram,TE,JAX,2023,29.0,17,0,0,0.0,0,0.0,0,0.0,0,143,114,963.0,4,230.3,963.0,1994-09-02
00-0033881,E.Engram,TE,JAX,2024,30.0,9,0,0,0.0,0,0.0,0,0.0,0,64,47,365.0,1,89.5,365.0,1994-09-02
00-0039041,E.Higgins,TE,ARI,2023,22.85,9,0,0,0.0,0,0.0,0,0.0,0,19,14,163.0,1,36.3,163.0,2000-10-27
00-0039041,E.Higgins,TE,ARI,2024,23.85,14,0,0,0.0,0,0.0,0,0.0,0,24,20,172.0,2,49.2,172.0,2000-10-27
00-0038498,E.Jenkins,TE,PHI,2024,25.83,2,0,0,0.0,0,0.0,0,0.0,0,2,1,7.0,1,7.7,7.0,1998-11-03
00-0033576,E.Saubert,TE,CHI,2019,25.31,2,0,0,0.0,0,0.0,0,0.0,0,3,2,21.0,0,4.1,21.0,1994-05-09
00-0033576,E.Saubert,TE,JAX,2020,26.31,4,0,0,0.0,0,0.0,0,0.0,0,4,3,16.0,0,4.6,16.0,1994-05-09
00-0033576,E.Saubert,TE,DEN,2021,27.31,7,0,0,0.0,0,0.0,0,0.0,0,12,8,47.0,1,18.7,47.0,1994-05-09
00-0033576,E.Saubert,TE,DEN,2022,28.31,11,0,0,0.0,0,0.0,0,0.0,0,24,15,148.0,1,35.8,148.0,1994-05-09
00-0033576,E.Saubert,TE,HOU,2023,29.31,3,0,0,0.0,0,0.0,0,0.0,0,3,3,12.0,0,4.2,12.0,1994-05-09
00-0033576,E.Saubert,TE,SF,2024,30.31,8,0,0,0.0,0,0.0,0,0.0,0,14,11,97.0,1,26.699999,97.0,1994-05-09
00-0031690,E.Tomlinson,TE,NE,2019,27.36,1,0,0,0.0,0,0.0,0,0.0,0,1,1,1.0,0,1.1,1.0,1992-04-22
00-0031690,E.Tomlinson,TE,BAL,2020,28.36,1,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,0.0,1992-04-22
00-0031690,E.Tomlinson,TE,BAL,2021,29.36,1,0,0,0.0,0,0.0,0,0.0,0,1,1,7.0,0,1.7,7.0,1992-04-22
00-0031690,E.Tomlinson,TE,DEN,2022,30.36,8,0,0,0.0,0,0.0,0,0.0,0,13,9,79.0,2,28.900002,79.0,1992-04-22
00-0031690,E.Tomlinson,TE,LAC,2024,32.36,4,0,0,0.0,0,0.0,0,0.0,0,4,2,9.0,0,2.9,9.0,1992-04-22
00-0034672,E.Wolf,TE,NO,2021,25.82,1,0,0,0.0,0,0.0,0,0.0,0,2,2,8.0,0,2.8,8.0,1995-11-07
00-0036825,F.Franks,TE,ATL,2021,23.69,3,0,1,0.0,0,1.0,3,6.0,0,0,0,0.0,0,-1.4,6.0,1997-12-22
00-0036825,F.Franks,TE,ATL,2022,24.69,2,0,0,0.0,0,0.0,1,0.0,0,2,0,0.0,0,0.0,0.0,1997-12-22
00-0036825,F.Franks,TE,CAR,2024,26.69,3,0,0,0.0,0,0.0,0,0.0,0,3,1,12.0,0,2.2,12.0,1997-12-22
00-0034981,F.Moreau,TE,LV,2019,22.32,11,0,0,0.0,0,0.0,0,0.0,0,25,21,174.0,5,68.4,174.0,1997-05-06
00-0034981,F.Moreau,TE,LV,2020,23.32,7,0,0,0.0,0,0.0,0,0.0,0,9,7,140.0,2,33.0,140.0,1997-05-06
00-0034981,F.Moreau,TE,LV,2021,24.32,13,0,0,0.0,0,0.0,0,0.0,0,47,30,373.0,3,85.299995,373.0,1997-05-06
00-0034981,F.Moreau,TE,LV,2022,25.32,14,0,0,0.0,0,0.0,0,0.0,0,54,33,420.0,2,87.0,420.0,1997-05-06
00-0034981,F.Moreau,TE,NO,2023,26.32,11,0,0,0.0,0,0.0,0,0.0,0,25,21,193.0,1,46.3,193.0,1997-05-06
00-0034981,F.Moreau,TE,NO,2024,27.32,15,0,0,0.0,0,0.0,0,0.0,0,43,32,413.0,5,103.3,413.0,1997-05-06
00-0037086,G.Calcaterra,TE,PHI,2022,23.74,5,0,0,0.0,0,0.0,0,0.0,0,9,5,81.0,0,13.1,81.0,1998-12-04
00-0037086,G.Calcaterra,TE,PHI,2023,24.74,2,0,0,0.0,0,0.0,0,0.0,0,4,4,39.0,0,7.8999996,39.0,1998-12-04
00-0037086,G.Calcaterra,TE,PHI,2024,25.74,14,0,0,0.0,0,0.0,0,0.0,0,31,25,302.0,1,61.2,302.0,1998-12-04
00-0037252,G.Dulcich,TE,DEN,2022,22.43,10,0,0,0.0,0,0.0,0,0.0,0,55,33,411.0,2,86.1,411.0,2000-03-26
00-0037252,G.Dulcich,TE,DEN,2023,23.43,2,0,0,0.0,0,0.0,0,0.0,0,4,3,25.0,0,5.5,25.0,2000-03-26
00-0037252,G.Dulcich,TE,DEN,2024,24.43,3,0,0,0.0,0,0.0,0,0.0,0,12,5,28.0,0,7.7999997,28.0,2000-03-26
00-0033895,G.Everett,TE,LA,2019,25.19,12,0,0,0.0,0,0.0,1,0.0,0,60,37,408.0,2,89.8,408.0,1994-06-25
00-0033895,G.Everett,TE,LA,2020,26.19,17,0,0,0.0,0,0.0,1,2.0,1,64,41,417.0,1,92.899994,419.0,1994-06-25
00-0033895,G.Everett,TE,SEA,2021,27.19,15,0,0,0.0,0,0.0,3,20.0,0,63,48,478.0,4,117.799995,498.0,1994-06-25
00-0033895,G.Everett,TE,LAC,2022,28.19,16,0,0,0.0,0,0.0,1,0.0,0,95,64,664.0,5,162.4,664.0,1994-06-25
00-0033895,G.Everett,TE,LAC,2023,29.19,15,0,0,0.0,0,0.0,3,10.0,0,70,51,411.0,3,111.1,421.0,1994-06-25
00-0033895,G.Everett,TE,CHI,2024,30.19,9,0,0,0.0,0,0.0,0,0.0,0,13,8,36.0,0,11.599999,36.0,1994-06-25
00-0033095,G.Griffin,TE,NO,2021,27.49,2,0,0,0.0,0,0.0,0,0.0,0,4,4,39.0,0,7.9,39.0,1994-03-04
00-0033288,G.Kittle,TE,SF,2019,25.9,17,0,0,0.0,0,0.0,5,22.0,0,120,93,1124.0,5,237.59999,1146.0,1993-10-09
00-0033288,G.Kittle,TE,SF,2020,26.9,8,0,0,0.0,0,0.0,2,17.0,0,63,48,634.0,2,125.1,651.0,1993-10-09
00-0033288,G.Kittle,TE,SF,2021,27.9,17,0,0,0.0,0,0.0,3,20.0,0,108,78,1018.0,7,221.8,1038.0,1993-10-09
00-0033288,G.Kittle,TE,SF,2022,28.9,18,0,0,0.0,0,0.0,1,4.0,0,97,70,929.0,11,229.3,933.0,1993-10-09
00-0033288,G.Kittle,TE,SF,2023,29.9,19,0,0,0.0,0,0.0,1,2.0,0,103,73,1132.0,7,228.4,1134.0,1993-10-09
00-0033288,G.Kittle,TE,SF,2024,30.9,15,0,0,0.0,0,0.0,0,0.0,0,94,78,1106.0,8,236.6,1106.0,1993-10-09
00-0025418,G.Olsen,TE,CAR,2019,34.47,14,0,0,0.0,0,0.0,0,0.0,0,82,52,597.0,2,123.7,597.0,1985-03-11
00-0025418,G.Olsen,TE,SEA,2020,35.47,11,0,0,0.0,0,0.0,0,0.0,0,37,24,239.0,1,53.9,239.0,1985-03-11
00-0035956,G.Ricci,TE,CAR,2021,24.88,2,0,0,0.0,0,0.0,0,0.0,0,2,0,0.0,0,0.0,0.0,1996-10-16
00-0035956,G.Ricci,TE,CAR,2022,25.88,6,0,0,0.0,0,0.0,0,0.0,0,9,8,100.0,0,18.0,100.0,1996-10-16
00-0035956,G.Ricci,TE,CAR,2023,26.88,1,0,0,0.0,0,0.0,0,0.0,0,1,1,2.0,0,1.2,2.0,1996-10-16
00-0032141,G.Swaim,TE,JAX,2019,25.96,6,0,0,0.0,0,0.0,0,0.0,0,17,13,65.0,0,19.5,65.0,1993-09-16
00-0032141,G.Swaim,TE,TEN,2020,26.96,7,0,0,0.0,0,0.0,0,0.0,0,13,10,88.0,1,24.8,88.0,1993-09-16
00-0032141,G.Swaim,TE,TEN,2021,27.96,16,0,0,0.0,0,0.0,0,0.0,0,40,31,210.0,3,70.0,210.0,1993-09-16
00-0032141,G.Swaim,TE,TEN,2022,28.96,11,0,0,0.0,0,0.0,0,0.0,0,16,12,58.0,1,23.8,58.0,1993-09-16
00-0032141,G.Swaim,TE,ARI,2023,29.96,7,0,0,0.0,0,0.0,0,0.0,0,11,10,94.0,0,19.4,94.0,1993-09-16
00-0032141,G.Swaim,TE,CLE,2024,30.96,1,0,0,0.0,0,0.0,0,0.0,0,1,1,7.0,0,1.7,7.0,1993-09-16
00-0036008,H.Bryant,TE,DET,2020,22.03,2,0,0,0.0,0,0.0,0,0.0,0,3,1,44.0,0,5.4,44.0,1998-08-20
00-0036232,H.Bryant,TE,CLE,2020,22.36,13,0,0,0.0,0,0.0,0,0.0,0,39,24,238.0,3,61.8,238.0,1998-04-23
00-0036232,H.Bryant,TE,CLE,2021,23.36,13,0,0,0.0,0,0.0,0,0.0,0,28,21,233.0,3,62.3,233.0,1998-04-23
00-0036232,H.Bryant,TE,CLE,2022,24.36,14,0,0,0.0,0,0.0,1,8.0,0,42,31,239.0,1,61.7,247.0,1998-04-23
00-0036232,H.Bryant,TE,CLE,2023,25.36,14,0,0,0.0,0,0.0,5,8.0,0,26,17,146.0,3,48.4,154.0,1998-04-23
00-0036232,H.Bryant,TE,LV,2024,26.36,5,0,0,0.0,0,0.0,0,0.0,0,12,9,86.0,0,17.6,86.0,1998-04-23
00-0033090,H.Henry,TE,LAC,2019,24.74,12,0,0,0.0,0,0.0,0,0.0,0,76,55,652.0,5,150.2,652.0,1994-12-07
00-0033090,H.Henry,TE,LAC,2020,25.74,14,0,0,0.0,0,0.0,0,0.0,0,93,60,613.0,4,145.3,613.0,1994-12-07
00-0033090,H.Henry,TE,NE,2021,26.74,17,0,0,0.0,0,0.0,0,0.0,0,79,51,633.0,9,168.3,633.0,1994-12-07
