player_id,player_name,position,team,season,age_sept1,games,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,ppr_points,scrimmage_yards,birth_date
00-0037228,J.Warren,RB,PIT,2023,24.83,18,0,0,0.0,0,0.0,157,822.0,4,76,63,386.0,0,203.8,1208.0,1998-11-01
00-0037228,J.Warren,RB,PIT,2024,25.83,16,0,0,0.0,0,0.0,122,517.0,1,52,42,329.0,0,130.6,846.0,1998-11-01
00-0031062,J.White,RB,NE,2019,27.58,16,1,1,35.0,0,0.0,68,277.0,1,100,77,707.0,5,214.8,984.0,1992-02-03
00-0031062,J.White,RB,NE,2020,28.58,14,0,0,0.0,0,0.0,35,121.0,2,62,49,375.0,1,116.6,496.0,1992-02-03
00-0031062,J.White,RB,NE,2021,29.58,3,0,0,0.0,0,0.0,10,38.0,1,14,12,94.0,0,31.2,132.0,1992-02-03
00-0034400,J.Wilkins,RB,IND,2019,25.12,12,0,0,0.0,0,0.0,51,307.0,2,11,7,43.0,0,54.0,350.0,1994-07-18
00-0034400,J.Wilkins,RB,IND,2020,26.12,12,0,0,0.0,0,0.0,84,308.0,1,16,12,105.0,0,61.3,413.0,1994-07-18
00-0034400,J.Wilkins,RB,IND,2022,28.12,4,0,0,0.0,0,0.0,13,58.0,0,8,6,29.0,0,14.7,87.0,1994-07-18
00-0032975,J.Williams,RB,IND,2019,25.58,4,0,0,0.0,0,0.0,49,235.0,1,5,5,59.0,0,40.4,294.0,1994-02-02
00-0033948,J.Williams,RB,GB,2019,24.41,16,0,0,0.0,0,0.0,111,469.0,1,49,42,263.0,5,151.2,732.0,1995-04-03
00-0032975,J.Williams,RB,DET,2020,26.58,1,0,0,0.0,0,0.0,1,5.0,0,4,4,21.0,0,4.6,26.0,1994-02-02
00-0033948,J.Williams,RB,GB,2020,25.41,16,0,0,0.0,0,0.0,138,593.0,2,39,35,258.0,1,142.1,851.0,1995-04-03
00-0032975,J.Williams,RB,WAS,2021,27.58,5,0,0,0.0,0,0.0,17,79.0,1,6,4,28.0,0,20.7,107.0,1994-02-02
00-0033948,J.Williams,RB,DET,2021,26.41,13,0,0,0.0,0,0.0,153,601.0,3,28,26,157.0,0,119.8,758.0,1995-04-03
00-0036997,J.Williams,RB,DEN,2021,21.35,17,0,0,0.0,0,0.0,203,903.0,4,53,43,316.0,3,204.9,1219.0,2000-04-25
00-0032975,J.Williams,RB,WAS,2022,28.58,7,0,0,0.0,0,0.0,37,152.0,0,10,7,40.0,0,26.2,192.0,1994-02-02
00-0033948,J.Williams,RB,DET,2022,27.41,17,0,0,0.0,0,0.0,262,1066.0,17,16,12,73.0,0,225.9,1139.0,1995-04-03
00-0036997,J.Williams,RB,DEN,2022,22.35,4,0,0,0.0,0,0.0,47,204.0,0,22,16,76.0,0,42.0,280.0,2000-04-25
00-0032975,J.Williams,RB,WAS,2023,29.58,1,0,0,0.0,0,0.0,1,-2.0,0,1,0,0.0,0,-0.2,-2.0,1994-02-02
00-0033948,J.Williams,RB,NO,2023,28.41,13,0,0,0.0,0,0.0,106,306.0,1,20,18,62.0,0,60.8,368.0,1995-04-03
00-0036997,J.Williams,RB,DEN,2023,23.35,16,0,0,0.0,0,0.0,217,774.0,3,58,47,228.0,2,179.2,1002.0,2000-04-25
00-0033948,J.Williams,RB,NO,2024,29.41,13,0,0,0.0,0,0.0,48,164.0,1,11,9,57.0,0,37.100002,221.0,1995-04-03
00-0036997,J.Williams,RB,DEN,2024,24.35,18,0,0,0.0,0,0.0,146,542.0,4,72,54,360.0,0,164.2,902.0,2000-04-25
00-0034115,J.Wilson,RB,SF,2019,23.79,9,0,0,0.0,0,0.0,27,105.0,4,6,4,54.0,1,49.9,159.0,1995-11-16
00-0034115,J.Wilson,RB,SF,2020,24.79,11,0,0,0.0,0,0.0,126,600.0,7,28,13,133.0,3,142.3,733.0,1995-11-16
00-0034115,J.Wilson,RB,SF,2021,25.79,6,0,0,0.0,0,0.0,79,294.0,2,8,7,31.0,0,51.5,325.0,1995-11-16
00-0034115,J.Wilson,RB,MIA,2022,26.79,17,0,0,0.0,0,0.0,186,883.0,6,41,23,198.0,1,169.1,1081.0,1995-11-16
00-0034115,J.Wilson,RB,MIA,2023,27.79,10,0,0,0.0,0,0.0,41,188.0,0,19,15,91.0,0,42.9,279.0,1995-11-16
00-0034115,J.Wilson,RB,MIA,2024,28.79,7,0,0,0.0,0,0.0,16,57.0,0,3,3,19.0,0,10.599999,76.0,1995-11-16
00-0039874,J.Wright,RB,MIA,2024,21.42,13,0,0,0.0,0,0.0,68,249.0,0,6,3,8.0,0,26.7,257.0,2003-04-01
00-0034799,K.Ballage,RB,MIA,2019,23.69,12,0,0,0.0,0,0.0,74,135.0,3,24,14,63.0,0,51.8,198.0,1995-12-22
00-0034799,K.Ballage,RB,LAC,2020,24.69,11,0,0,0.0,0,0.0,91,303.0,3,37,29,166.0,0,93.9,469.0,1995-12-22
00-0034799,K.Ballage,RB,PIT,2021,25.69,9,0,0,0.0,0,0.0,16,49.0,0,7,2,8.0,0,7.7,57.0,1995-12-22
00-0030465,K.Barner,RB,ATL,2019,30.34,8,1,1,3.0,0,0.0,4,28.0,0,8,6,22.0,0,17.119999,50.0,1989-04-28
00-0030465,K.Barner,RB,TB,2020,31.34,1,0,0,0.0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,0.0,1989-04-28
00-0030465,K.Barner,RB,TB,2021,32.34,1,0,0,0.0,0,0.0,4,0.0,0,0,0,0.0,0,0.0,0.0,1989-04-28
00-0033118,K.Drake,RB,ARI,2019,25.6,14,0,0,0.0,0,0.0,168,785.0,8,68,50,345.0,0,217.0,1130.0,1994-01-26
00-0033118,K.Drake,RB,ARI,2020,26.6,15,0,0,0.0,0,0.0,239,955.0,10,31,25,137.0,0,192.2,1092.0,1994-01-26
00-0033118,K.Drake,RB,LV,2021,27.6,12,0,0,0.0,0,0.0,63,254.0,2,40,30,291.0,1,102.5,545.0,1994-01-26
00-0033118,K.Drake,RB,BAL,2022,28.6,12,0,0,0.0,0,0.0,109,482.0,4,26,17,89.0,1,104.1,571.0,1994-01-26
00-0033118,K.Drake,RB,BAL,2023,29.6,2,0,0,0.0,0,0.0,2,0.0,0,3,2,31.0,0,3.1,31.0,1994-01-26
00-0036919,K.Gainwell,RB,PHI,2021,22.47,17,0,0,0.0,0,0.0,69,297.0,5,55,38,302.0,2,139.9,599.0,1999-03-14
00-0036919,K.Gainwell,RB,PHI,2022,23.47,20,0,0,0.0,0,0.0,86,421.0,5,38,30,224.0,0,124.5,645.0,1999-03-14
00-0036919,K.Gainwell,RB,PHI,2023,24.47,17,1,1,17.0,0,0.0,88,367.0,2,39,32,193.0,0,100.68,560.0,1999-03-14
00-0036919,K.Gainwell,RB,PHI,2024,25.47,20,0,0,0.0,0,0.0,88,332.0,1,25,19,142.0,0,72.4,474.0,1999-03-14
00-0037286,K.Harris,RB,NE,2022,21.79,5,0,0,0.0,0,0.0,18,52.0,1,0,0,0.0,0,11.2,52.0,2000-11-17
00-0037286,K.Harris,RB,NE,2023,22.79,4,0,0,0.0,0,0.0,16,65.0,1,3,3,58.0,0,21.3,123.0,2000-11-17
00-0036906,K.Herbert,RB,CHI,2021,23.36,14,0,0,0.0,0,0.0,103,433.0,2,16,14,96.0,0,78.9,529.0,1998-04-21
00-0036906,K.Herbert,RB,CHI,2022,24.36,13,0,0,0.0,0,0.0,129,731.0,4,12,9,57.0,1,117.8,788.0,1998-04-21
00-0036906,K.Herbert,RB,CHI,2023,25.36,12,0,0,0.0,0,0.0,132,611.0,2,31,20,134.0,1,112.5,745.0,1998-04-21
00-0036906,K.Herbert,RB,CIN,2024,26.36,8,0,0,0.0,0,0.0,36,130.0,1,11,10,25.0,0,31.5,155.0,1998-04-21
00-0036669,K.Hill,RB,GB,2021,23.04,4,0,0,0.0,0,0.0,10,24.0,0,2,1,5.0,0,3.9,29.0,1998-08-18
00-0036669,K.Hill,RB,GB,2022,24.04,1,0,0,0.0,0,0.0,1,7.0,0,0,0,0.0,0,0.7,7.0,1998-08-18
00-0033923,K.Hunt,RB,CLE,2019,24.07,8,0,0,0.0,0,0.0,43,179.0,2,44,37,285.0,1,101.4,464.0,1995-08-06
00-0033923,K.Hunt,RB,CLE,2020,25.07,18,0,0,0.0,0,0.0,212,921.0,9,53,40,319.0,5,248.0,1240.0,1995-08-06
00-0033923,K.Hunt,RB,CLE,2021,26.07,8,0,0,0.0,0,0.0,78,386.0,5,27,22,174.0,0,110.0,560.0,1995-08-06
00-0033923,K.Hunt,RB,CLE,2022,27.07,17,0,0,0.0,0,0.0,123,468.0,3,44,35,210.0,1,126.8,678.0,1995-08-06
00-0033923,K.Hunt,RB,CLE,2023,28.07,16,0,0,0.0,0,0.0,143,437.0,10,27,20,93.0,1,139.0,530.0,1995-08-06
00-0033923,K.Hunt,RB,KC,2024,29.07,16,0,0,0.0,0,0.0,228,845.0,9,35,26,189.0,0,183.4,1034.0,1995-08-06
00-0037299,K.Ingram,RB,ARI,2022,22.85,10,0,0,0.0,0,0.0,27,60.0,1,5,4,21.0,0,18.099998,81.0,1999-10-26
00-0037299,K.Ingram,RB,ARI,2023,23.85,7,0,0,0.0,0,0.0,35,74.0,0,4,4,26.0,0,14.0,100.0,1999-10-26
00-0034349,K.Johnson,RB,DET,2019,22.17,8,0,0,0.0,0,0.0,113,403.0,3,15,10,127.0,1,85.0,530.0,1997-06-30
00-0034349,K.Johnson,RB,DET,2020,23.17,14,0,0,0.0,0,0.0,52,181.0,2,26,19,187.0,1,71.8,368.0,1997-06-30
00-0038636,K.McIntosh,RB,SEA,2024,24.5,7,0,0,0.0,0,0.0,31,172.0,0,4,3,22.0,0,22.4,194.0,2000-03-03
00-0038551,K.Miller,RB,NO,2023,21.22,7,0,0,0.0,0,0.0,41,156.0,1,11,10,117.0,0,43.3,273.0,2002-06-11
00-0038551,K.Miller,RB,NO,2024,22.22,6,0,0,0.0,0,0.0,39,148.0,1,8,5,33.0,0,29.099998,181.0,2002-06-11
00-0038454,K.Mitchell,RB,BAL,2023,21.62,7,0,0,0.0,0,0.0,47,396.0,2,11,9,93.0,0,69.9,489.0,2002-01-17
00-0038454,K.Mitchell,RB,BAL,2024,22.62,2,0,0,0.0,0,0.0,15,30.0,0,1,1,28.0,0,6.8,58.0,2002-01-17
00-0036842,K.Nwangwu,RB,MIN,2021,23.56,6,0,0,0.0,0,0.0,13,61.0,0,5,4,9.0,0,23.0,70.0,1998-02-09
00-0036842,K.Nwangwu,RB,MIN,2022,24.56,3,0,0,0.0,0,0.0,9,14.0,0,2,2,21.0,0,11.5,35.0,1998-02-09
00-0036842,K.Nwangwu,RB,MIN,2023,25.56,3,0,0,0.0,0,0.0,5,13.0,0,0,0,0.0,0,1.3,13.0,1998-02-09
00-0036842,K.Nwangwu,RB,NYJ,2024,26.56,1,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,6.0,0.0,1998-02-09
00-0036450,K.Vaughn,RB,TB,2020,23.33,7,0,0,0.0,0,0.0,31,130.0,0,11,5,34.0,1,23.4,164.0,1997-05-04
00-0036450,K.Vaughn,RB,TB,2021,24.33,7,0,0,0.0,0,0.0,53,233.0,3,10,6,35.0,0,50.8,268.0,1997-05-04
00-0036450,K.Vaughn,RB,TB,2022,25.33,5,0,0,0.0,0,0.0,17,53.0,0,4,3,19.0,0,10.200001,72.0,1997-05-04
00-0036450,K.Vaughn,RB,TB,2023,26.33,5,0,0,0.0,0,0.0,24,42.0,0,5,2,2.0,0,6.4,44.0,1997-05-04
00-0036450,K.Vaughn,RB,SF,2024,27.33,1,0,0,0.0,0,0.0,2,4.0,0,0,0,0.0,0,0.4,4.0,1997-05-04
00-0039391,K.Vidal,RB,LAC,2024,23.01,9,0,0,0.0,0,0.0,43,155.0,0,9,5,62.0,1,32.7,217.0,2001-08-28
00-0038134,K.Walker,RB,SEA,2022,21.87,16,0,0,0.0,0,0.0,243,1113.0,10,36,28,168.0,0,216.09999,1281.0,2000-10-20
00-0038134,K.Walker,RB,SEA,2023,22.87,15,0,0,0.0,0,0.0,219,905.0,8,37,29,259.0,1,199.40001,1164.0,2000-10-20
00-0038134,K.Walker,RB,SEA,2024,23.87,11,0,0,0.0,0,0.0,153,573.0,7,53,46,299.0,1,181.2,872.0,2000-10-20
00-0035596,K.Whyte,RB,PIT,2019,22.84,6,0,0,0.0,0,0.0,24,122.0,0,1,1,9.0,0,14.1,131.0,1996-10-31
00-0037840,K.Williams,RB,LA,2022,22.02,8,0,0,0.0,0,0.0,35,139.0,0,12,9,76.0,0,30.5,215.0,2000-08-26
00-0037840,K.Williams,RB,LA,2023,23.02,13,0,0,0.0,0,0.0,241,1205.0,12,49,33,215.0,3,263.0,1420.0,2000-08-26
00-0037840,K.Williams,RB,LA,2024,24.02,18,0,0,0.0,0,0.0,351,1481.0,14,45,38,197.0,3,299.8,1678.0,2000-08-26
00-0030496,L.Bell,RB,NYJ,2019,27.54,15,0,0,0.0,0,0.0,245,789.0,3,78,66,461.0,1,215.0,1250.0,1992-02-18
00-0030496,L.Bell,RB,KC,2020,28.54,12,0,0,0.0,0,0.0,84,334.0,2,23,16,138.0,0,75.200005,472.0,1992-02-18
00-0030496,L.Bell,RB,BAL,2021,29.54,8,0,0,0.0,0,0.0,39,101.0,2,7,5,30.0,1,38.1,131.0,1992-02-18
00-0035912,L.Bellamy,RB,DEN,2020,23.76,2,0,0,0.0,0,0.0,4,11.0,0,1,1,5.0,0,2.6,16.0,1996-11-28
00-0033856,L.Fournette,RB,JAX,2019,24.62,15,0,0,0.0,0,0.0,265,1152.0,3,100,76,522.0,0,259.4,1674.0,1995-01-18
00-0033856,L.Fournette,RB,TB,2020,25.62,16,0,0,0.0,0,0.0,161,667.0,9,68,54,381.0,1,218.8,1048.0,1995-01-18
00-0033856,L.Fournette,RB,TB,2021,26.62,15,0,1,0.0,0,0.0,193,863.0,10,93,78,510.0,2,287.3,1373.0,1995-01-18
00-0033856,L.Fournette,RB,TB,2022,27.62,17,0,1,0.0,0,1.0,194,679.0,3,84,74,529.0,3,228.8,1208.0,1995-01-18
00-0033856,L.Fournette,RB,BUF,2023,28.62,2,0,0,0.0,0,0.0,12,40.0,0,0,0,0.0,0,4.0,40.0,1995-01-18
00-0027029,L.McCoy,RB,KC,2019,31.14,13,0,0,0.0,0,0.0,101,465.0,4,34,28,181.0,1,118.6,646.0,1988-07-12
00-0027029,L.McCoy,RB,TB,2020,32.14,8,0,0,0.0,0,0.0,10,31.0,0,19,15,101.0,0,28.2,132.0,1988-07-12
00-0029615,L.Miller,RB,CHI,2020,29.35,1,0,0,0.0,0,0.0,0,0.0,0,2,2,6.0,0,2.6,6.0,1991-04-25
00-0030513,L.Murray,RB,NO,2019,29.62,17,0,0,0.0,0,0.0,151,658.0,5,45,35,239.0,1,160.7,897.0,1990-01-18
00-0030513,L.Murray,RB,NO,2020,30.62,16,0,0,0.0,0,0.0,150,665.0,4,28,25,187.0,2,146.2,852.0,1990-01-18
00-0030513,L.Murray,RB,BAL,2021,31.62,14,0,0,0.0,0,0.0,119,501.0,6,13,10,75.0,0,103.6,576.0,1990-01-18
00-0030513,L.Murray,RB,DEN,2022,32.62,13,0,0,0.0,0,0.0,171,760.0,6,35,27,132.0,0,154.2,892.0,1990-01-18
00-0030513,L.Murray,RB,BUF,2023,33.62,17,0,0,0.0,0,0.0,79,300.0,4,28,22,159.0,0,91.9,459.0,1990-01-18
00-0036269,L.Perine,RB,NYJ,2020,22.59,9,0,0,0.0,0,0.0,64,232.0,2,15,11,63.0,0,52.5,295.0,1998-01-30
00-0036269,L.Perine,RB,NYJ,2021,23.59,2,0,0,0.0,0,0.0,8,31.0,0,0,0,0.0,0,3.1,31.0,1998-01-30
00-0036269,L.Perine,RB,KC,2023,25.59,2,0,0,0.0,0,0.0,22,77.0,0,5,3,33.0,0,14.0,110.0,1998-01-30
00-0036650,L.Rountree,RB,LAC,2021,22.55,8,0,0,0.0,0,0.0,36,87.0,1,2,1,-1.0,0,15.6,86.0,1999-02-13
00-0036650,L.Rountree,RB,LAC,2022,23.55,2,0,0,0.0,0,0.0,13,19.0,0,2,2,14.0,0,5.3,33.0,1999-02-13
00-0034208,M.Boone,RB,MIN,2019,24.09,5,0,0,0.0,0,0.0,49,273.0,3,4,3,17.0,0,50.0,290.0,1995-07-30
00-0034208,M.Boone,RB,MIN,2020,25.09,5,0,0,0.0,0,0.0,11,59.0,1,2,2,10.0,0,14.9,69.0,1995-07-30
00-0034208,M.Boone,RB,DEN,2021,26.09,2,0,0,0.0,0,0.0,4,35.0,0,2,2,22.0,0,7.7,57.0,1995-07-30
00-0034208,M.Boone,RB,DEN,2022,27.09,8,0,0,0.0,0,0.0,24,102.0,0,15,9,96.0,0,28.8,198.0,1995-07-30
00-0034208,M.Boone,RB,HOU,2023,28.09,7,0,0,0.0,0,0.0,5,23.0,0,9,7,40.0,0,13.3,63.0,1995-07-30
00-0034208,M.Boone,RB,CAR,2024,29.09,5,0,0,0.0,0,0.0,13,51.0,0,3,1,-2.0,0,5.9,49.0,1995-07-30
00-0033308,M.Breida,RB,SF,2019,24.51,14,0,0,0.0,0,0.0,132,642.0,1,22,19,120.0,1,103.2,762.0,1995-02-28
00-0033308,M.Breida,RB,MIA,2020,25.51,10,0,0,0.0,0,0.0,59,254.0,0,10,9,96.0,0,42.0,350.0,1995-02-28
00-0033308,M.Breida,RB,BUF,2021,26.51,7,0,0,0.0,0,0.0,26,125.0,1,9,7,72.0,2,42.7,197.0,1995-02-28
00-0033308,M.Breida,RB,NYG,2022,27.51,19,0,0,0.0,0,0.0,61,251.0,2,26,21,137.0,0,71.8,388.0,1995-02-28
00-0033308,M.Breida,RB,NYG,2023,28.51,15,0,0,0.0,0,0.0,55,151.0,1,21,17,88.0,0,46.9,239.0,1995-02-28
00-0031806,M.Brown,RB,LA,2019,26.3,13,0,0,0.0,0,0.0,69,255.0,5,6,2,16.0,0,59.1,271.0,1993-05-15
00-0031806,M.Brown,RB,LA,2020,27.3,18,0,0,0.0,0,0.0,110,449.0,5,35,25,175.0,0,115.4,624.0,1993-05-15
00-0031806,M.Brown,RB,MIA,2021,28.3,6,0,0,0.0,0,0.0,33,125.0,1,5,3,10.0,0,22.5,135.0,1993-05-15
00-0031806,M.Brown,RB,LA,2022,29.3,7,0,0,0.0,0,0.0,18,81.0,1,6,5,37.0,0,22.8,118.0,1993-05-15
00-0036924,M.Carter,RB,NYJ,2021,22.32,14,0,0,0.0,0,0.0,147,639.0,4,55,36,325.0,0,154.4,964.0,1999-05-07
00-0036924,M.Carter,RB,NYJ,2022,23.32,16,0,0,0.0,0,0.0,114,402.0,3,54,41,288.0,0,126.0,690.0,1999-05-07
00-0036924,M.Carter,RB,NYJ,2023,24.32,15,0,0,0.0,0,0.0,30,187.0,0,31,24,101.0,1,58.8,288.0,1999-05-07
00-0036924,M.Carter,RB,ARI,2024,25.32,3,0,0,0.0,0,0.0,35,131.0,1,11,11,57.0,0,35.8,188.0,1999-05-07
00-0032063,M.Davis,RB,CHI,2019,26.54,5,0,0,0.0,0,0.0,13,27.0,0,8,7,22.0,0,11.900001,49.0,1993-02-19
00-0032063,M.Davis,RB,CAR,2020,27.54,14,0,0,0.0,0,0.0,165,642.0,6,70,59,373.0,2,206.5,1015.0,1993-02-19
00-0032063,M.Davis,RB,ATL,2021,28.54,17,0,0,0.0,0,0.0,138,503.0,3,58,44,259.0,1,138.2,762.0,1993-02-19
00-0032063,M.Davis,RB,BAL,2022,29.54,5,0,0,0.0,0,0.0,8,18.0,0,2,2,4.0,0,4.2000003,22.0,1993-02-19
00-0037563,M.Davis,RB,DAL,2022,23.77,6,0,0,0.0,0,0.0,38,161.0,1,7,6,63.0,0,34.399998,224.0,1998-11-26
00-0035311,M.Gaskin,RB,MIA,2019,22.55,7,0,0,0.0,0,0.0,36,133.0,1,12,7,51.0,0,31.4,184.0,1997-02-15
00-0035311,M.Gaskin,RB,MIA,2020,23.55,10,0,0,0.0,0,0.0,142,584.0,3,47,41,388.0,2,164.20001,972.0,1997-02-15
00-0035311,M.Gaskin,RB,MIA,2021,24.55,17,0,0,0.0,0,0.0,173,612.0,3,63,49,234.0,4,173.6,846.0,1997-02-15
00-0035311,M.Gaskin,RB,MIA,2022,25.55,2,0,0,0.0,0,0.0,10,26.0,0,6,4,28.0,0,9.4,54.0,1997-02-15
00-0035311,M.Gaskin,RB,MIN,2024,27.55,2,0,0,0.0,0,0.0,3,-1.0,0,1,1,11.0,0,2.0,10.0,1997-02-15
00-0032144,M.Gordon,RB,LAC,2019,26.39,12,0,0,0.0,0,0.0,162,612.0,8,55,42,296.0,1,180.8,908.0,1993-04-13
00-0032144,M.Gordon,RB,DEN,2020,27.39,15,0,0,0.0,0,0.0,215,986.0,9,44,32,158.0,1,198.4,1144.0,1993-04-13
00-0032144,M.Gordon,RB,DEN,2021,28.39,16,0,0,0.0,0,0.0,203,918.0,8,38,28,213.0,2,195.1,1131.0,1993-04-13
00-0032144,M.Gordon,RB,DEN,2022,29.39,10,0,0,0.0,0,0.0,90,318.0,2,32,25,223.0,0,87.1,541.0,1993-04-13
00-0032144,M.Gordon,RB,BAL,2023,30.39,4,0,0,0.0,0,0.0,26,81.0,1,3,3,46.0,0,19.7,127.0,1993-04-13
00-0027966,M.Ingram,RB,BAL,2019,29.7,16,0,0,0.0,0,0.0,208,1040.0,10,31,27,256.0,5,246.6,1296.0,1989-12-21
00-0027966,M.Ingram,RB,BAL,2020,30.7,10,0,0,0.0,0,0.0,72,299.0,2,8,6,50.0,0,52.899998,349.0,1989-12-21
00-0027966,M.Ingram,RB,HOU,2021,31.7,14,0,0,0.0,0,0.0,160,554.0,2,35,27,162.0,0,108.6,716.0,1989-12-21
00-0027966,M.Ingram,RB,NO,2022,32.7,10,0,0,0.0,0,0.0,62,233.0,1,18,16,68.0,0,50.1,301.0,1989-12-21
00-0039811,M.Lloyd,RB,GB,2024,23.66,1,0,0,0.0,0,0.0,6,15.0,0,1,1,3.0,0,2.8,18.0,2001-01-05
00-0025399,M.Lynch,RB,SEA,2019,33.36,3,0,0,0.0,0,0.0,30,67.0,4,3,2,25.0,0,35.2,92.0,1986-04-22
00-0033951,M.Mack,RB,IND,2019,23.49,14,0,0,0.0,0,0.0,247,1091.0,8,17,14,82.0,0,181.3,1173.0,1996-03-07
00-0033951,M.Mack,RB,IND,2020,24.49,1,0,0,0.0,0,0.0,4,26.0,0,3,3,30.0,0,8.6,56.0,1996-03-07
00-0033951,M.Mack,RB,IND,2021,25.49,5,0,0,0.0,0,0.0,28,101.0,0,5,2,8.0,0,12.9,109.0,1996-03-07
00-0033951,M.Mack,RB,DEN,2022,26.49,5,0,0,0.0,0,0.0,16,84.0,1,10,8,99.0,1,38.3,183.0,1996-03-07
00-0036245,M.Perry,RB,MIA,2020,23.37,8,0,0,0.0,0,0.0,3,5.0,0,13,9,92.0,1,24.7,97.0,1997-04-19
00-0035243,M.Sanders,RB,PHI,2019,22.33,17,0,0,0.0,0,0.0,193,887.0,3,68,53,517.0,3,229.4,1404.0,1997-05-01
00-0035243,M.Sanders,RB,PHI,2020,23.33,12,0,0,0.0,0,0.0,164,867.0,6,52,28,197.0,0,170.4,1064.0,1997-05-01
00-0035243,M.Sanders,RB,PHI,2021,24.33,13,0,0,0.0,0,0.0,144,770.0,0,37,29,170.0,0,123.0,940.0,1997-05-01
00-0035243,M.Sanders,RB,PHI,2022,25.33,20,0,0,0.0,0,0.0,294,1417.0,13,28,21,81.0,0,244.8,1498.0,1997-05-01
00-0035243,M.Sanders,RB,CAR,2023,26.33,16,0,0,0.0,0,0.0,129,432.0,1,41,27,154.0,0,87.6,586.0,1997-05-01
00-0035243,M.Sanders,RB,CAR,2024,27.33,11,0,0,0.0,0,0.0,55,205.0,2,30,24,148.0,1,77.3,353.0,1997-05-01
00-0036698,M.Sargent,RB,TEN,2021,23.9,4,0,0,0.0,0,0.0,5,11.0,0,1,0,0.0,0,1.1,11.0,1997-10-08
00-0034791,N.Chubb,RB,CLE,2019,23.68,16,0,0,0.0,0,0.0,299,1513.0,8,49,36,278.0,0,257.1,1791.0,1995-12-27
00-0034791,N.Chubb,RB,CLE,2020,24.68,14,0,0,0.0,0,0.0,221,1212.0,12,27,22,223.0,1,241.5,1435.0,1995-12-27
00-0034791,N.Chubb,RB,CLE,2021,25.68,14,0,0,0.0,0,0.0,228,1259.0,8,25,20,174.0,1,215.3,1433.0,1995-12-27
00-0034791,N.Chubb,RB,CLE,2022,26.68,17,0,0,0.0,0,0.0,302,1525.0,12,37,27,239.0,1,281.4,1764.0,1995-12-27
00-0034791,N.Chubb,RB,CLE,2023,27.68,2,0,0,0.0,0,0.0,28,170.0,0,4,4,21.0,0,23.1,191.0,1995-12-27
00-0034791,N.Chubb,RB,CLE,2024,28.68,8,0,0,0.0,0,0.0,102,332.0,3,11,5,31.0,1,63.3,363.0,1995-12-27
00-0035835,N.Cottrell,RB,JAX,2021,25.08,1,0,0,0.0,0,0.0,1,3.0,0,0,0,0.0,0,0.3,3.0,1996-08-02
00-0036893,N.Harris,RB,PIT,2021,23.48,18,0,0,0.0,0,0.0,319,1229.0,7,96,76,466.0,3,303.5,1695.0,1998-03-09
00-0036893,N.Harris,RB,PIT,2022,24.48,17,1,1,4.0,0,0.0,272,1034.0,7,53,41,229.0,3,223.45999,1263.0,1998-03-09
00-0036893,N.Harris,RB,PIT,2023,25.48,18,0,0,0.0,0,0.0,267,1072.0,8,41,31,185.0,0,202.7,1257.0,1998-03-09
00-0036893,N.Harris,RB,PIT,2024,26.48,18,0,0,0.0,0,0.0,269,1060.0,6,51,39,324.0,0,213.40001,1384.0,1998-03-09
00-0034367,N.Hines,RB,IND,2021,24.8,17,0,0,0.0,0,0.0,56,276.0,2,57,40,310.0,1,116.6,586.0,1996-11-12
00-0034367,N.Hines,RB,BUF,2022,25.8,18,0,0,0.0,0,0.0,24,33.0,1,40,32,252.0,1,84.5,285.0,1996-11-12
00-0036582,N.McCrary,RB,BAL,2021,22.4,1,0,0,0.0,0,0.0,1,-1.0,0,0,0,0.0,0,-0.1,-1.0,1999-04-09
00-0034367,N.Miller-Hines,RB,IND,2019,22.8,16,0,0,0.0,0,0.0,52,199.0,2,58,44,320.0,0,117.9,519.0,1996-11-12
00-0034367,N.Miller-Hines,RB,IND,2020,23.8,17,0,0,0.0,0,0.0,95,455.0,3,79,64,490.0,4,202.5,945.0,1996-11-12
00-0032741,P.Barber,RB,TB,2019,25.51,16,0,0,0.0,0,0.0,154,470.0,6,24,16,115.0,1,116.5,585.0,1994-02-27
00-0032741,P.Barber,RB,WAS,2020,26.51,14,0,0,0.0,0,0.0,94,258.0,4,7,4,12.0,0,55.0,270.0,1994-02-27
00-0032741,P.Barber,RB,LV,2021,27.51,9,0,0,0.0,0,0.0,55,212.0,2,13,10,67.0,0,49.9,279.0,1994-02-27
00-0035342,P.Laird,RB,MIA,2019,24.04,8,0,0,0.0,0,0.0,62,168.0,1,30,23,204.0,0,68.2,372.0,1995-08-17
00-0035342,P.Laird,RB,MIA,2020,25.04,9,0,0,0.0,0,0.0,13,72.0,0,12,10,68.0,0,22.0,140.0,1995-08-17
00-0035342,P.Laird,RB,MIA,2021,26.04,3,0,0,0.0,0,0.0,1,4.0,0,3,3,17.0,0,5.1,21.0,1995-08-17
00-0034109,P.Lindsay,RB,DEN,2019,25.11,16,0,0,0.0,0,0.0,224,1011.0,7,48,35,196.0,0,197.7,1207.0,1994-07-24
00-0034109,P.Lindsay,RB,DEN,2020,26.11,11,0,0,0.0,0,0.0,118,502.0,1,14,7,28.0,0,66.0,530.0,1994-07-24
